id,raw_text,aspectTerms
26,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,"[{'term': 'Grilled Chicken special with Edamame Puree', 'polarity': 'positive'}]"
27,I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,"[{'term': 'Edamame pureed', 'polarity': 'positive'}, {'term': 'Edamame pureed', 'polarity': 'positive'}]"
28,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.","[{'term': 'place', 'polarity': 'negative'}, {'term': 'decor', 'polarity': 'positive'}, {'term': 'vent', 'polarity': 'negative'}]"
29,"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!","[{'term': 'sake list', 'polarity': 'positive'}, {'term': 'noaspectterm', 'polarity': 'positive'}]"
31,We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,"[{'term': 'service', 'polarity': 'positive'}]"
32,we love th pink pony.,"[{'term': 'pink pony', 'polarity': 'positive'}]"
33,THe perfect spot.,"[{'term': 'spot', 'polarity': 'positive'}]"
34,Food-awesome.,"[{'term': 'Food', 'polarity': 'positive'}]"
35,Service- friendly and attentive.,"[{'term': 'Service', 'polarity': 'positive'}]"
36,Ambiance- relaxed and stylish.,"[{'term': 'Ambiance', 'polarity': 'positive'}]"
37,"Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.","[{'term': 'place', 'polarity': 'positive'}]"
39,"however, it's the service that leaves a bad taste in my mouth.","[{'term': 'service', 'polarity': 'negative'}]"
40,"i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.","[{'term': 'waiter', 'polarity': 'negative'}]"
41,"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
42,"well, i didn't find it there, and trust, i have told everyone i can think of about my experience. ","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
45,I had a great experience.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
46,Food is great.,"[{'term': 'Food', 'polarity': 'positive'}]"
47,Service is top notch.,"[{'term': 'Service', 'polarity': 'positive'}]"
48,I have been going back again and again.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
49,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.","[{'term': 'sea urchin', 'polarity': 'positive'}]"
51,The sushi seemed pretty fresh and was adequately proportioned.,"[{'term': 'sushi', 'polarity': 'positive'}, {'term': 'sushi', 'polarity': 'positive'}]"
52,The rice to fish ration was also good--they didn't try to overpack the rice.,"[{'term': 'rice to fish ration', 'polarity': 'positive'}]"
53,We took advanatage of the half price sushi deal on saturday so it was well worth it.,"[{'term': 'half price sushi deal', 'polarity': 'positive'}, {'term': 'half price sushi deal', 'polarity': 'positive'}]"
54,Surprisingly nothing could be further from the truth.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
55,"In the evening, this place attracted a well dressed, with it, NY crowd.","[{'term': 'crowd', 'polarity': 'positive'}]"
56,The food was well prepared and the service impecable.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
57,I'm going back.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
59,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,"[{'term': 'Prix Fixe menu', 'polarity': 'positive'}, {'term': 'Prix Fixe menu', 'polarity': 'positive'}, {'term': 'Prix Fixe menu', 'polarity': 'positive'}]"
60,I will be going back and heartily recommend it!,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
61,"It is terrific, as is the value.","[{'term': 'noaspectterm', 'polarity': 'positive'}, {'term': 'noaspectterm', 'polarity': 'positive'}]"
62,"$6 and there is much tasty food, all of it fresh and continually refilled.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
64,Go hungry and enjoy.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
65,"The food here is rather good, but only if you like to wait for it.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'noaspectterm', 'polarity': 'negative'}]"
66,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.","[{'term': 'somosas', 'polarity': 'positive'}, {'term': 'chai', 'polarity': 'positive'}, {'term': 'chole', 'polarity': 'positive'}, {'term': 'dhosas', 'polarity': 'negative'}, {'term': 'dhal', 'polarity': 'negative'}]"
67,"The service varys from day to day- sometimes they're very nice, and sometimes not.","[{'term': 'service', 'polarity': 'negative'}]"
68,"The kitchen however, is almost always slow.","[{'term': 'kitchen', 'polarity': 'negative'}]"
70,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.","[{'term': 'ambience', 'polarity': 'positive'}, {'term': 'noaspectterm', 'polarity': 'positive'}]"
72,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
73,The lava cake dessert was incredible and I recommend it.,"[{'term': 'lava cake dessert', 'polarity': 'positive'}]"
74,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.","[{'term': 'Cosette', 'polarity': 'positive'}]"
75,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.","[{'term': 'restaurant', 'polarity': 'positive'}]"
76,"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'French Onion soup', 'polarity': 'negative'}, {'term': 'French Onion soup', 'polarity': 'positive'}, {'term': 'desserts', 'polarity': 'negative'}]"
77,"However, go for the ambience, and consider the food just a companion for a trip across the world!","[{'term': 'ambience', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'neutral'}]"
80,It looked like shredded cheese partly done - still in strips.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
84,"A big disappointment, all around.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
85,I think I've had some the best meals of my life at minnow.,"[{'term': 'meals', 'polarity': 'positive'}]"
86,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.","[{'term': 'seafood', 'polarity': 'positive'}, {'term': 'wine list', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'positive'}]"
87,The combination of super-fresh ingredients in the dishes are unusual but really delicious.,"[{'term': 'ingredients', 'polarity': 'positive'}]"
88,Worth the trip from Manhattan.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
89,Best Pastrami I ever had and great portion without being ridiculous.,"[{'term': 'Pastrami', 'polarity': 'positive'}, {'term': 'portion', 'polarity': 'positive'}]"
90,My wife had the fried shrimp which are huge and loved it.,"[{'term': 'fried shrimp', 'polarity': 'positive'}, {'term': 'fried shrimp', 'polarity': 'positive'}]"
91,"As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.","[{'term': 'place', 'polarity': 'positive'}]"
92,This place is the most Japanese it can ever get.,"[{'term': 'place', 'polarity': 'positive'}]"
97,"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.","[{'term': 'staff', 'polarity': 'positive'}]"
98,Decent wine at reasonable prices.,"[{'term': 'wine', 'polarity': 'neutral'}, {'term': 'wine', 'polarity': 'positive'}]"
99,Have been dozens of times and never failed to enjoy the experience.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
100,"Our teenage kids love it, too.","[{'term': 'noaspectterm', 'polarity': 'positive'}]"
101,"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.","[{'term': 'Zucchero Pomodori', 'polarity': 'positive'}]"
102,This is by far my favorite place in the neighborhood.,"[{'term': 'place', 'polarity': 'positive'}]"
103,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.","[{'term': 'service', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'portions', 'polarity': 'positive'}]"
104,I'm partial to the Gnocchi.,"[{'term': 'Gnocchi', 'polarity': 'positive'}]"
105,This place is incredibly tiny.,"[{'term': 'place', 'polarity': 'negative'}]"
106,They refuse to seat parties of 3 or more on weekends.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
107,The hostess is rude to the point of being offensive.,"[{'term': 'hostess', 'polarity': 'negative'}]"
108,The food was bland oily.,"[{'term': 'food', 'polarity': 'negative'}]"
109,I just don't understand all the hype...,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
110,"We have been to this place many times, and always have great food, wine, and service.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'wine', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
111,"We were worried we would have trouble getting in, but somehow managed to have a short wait.","[{'term': 'wait', 'polarity': 'positive'}]"
112,As always we had a great glass of wine while we waited.,"[{'term': 'glass of wine', 'polarity': 'positive'}]"
113,"When we sat, we got great and fast service.","[{'term': 'service', 'polarity': 'positive'}]"
114,The people that work there are always so friendly you forget you are in New York sometimes.,"[{'term': 'people', 'polarity': 'positive'}]"
115,Make sure you try this place as often as you can.,"[{'term': 'place', 'polarity': 'positive'}]"
116,This is a fun restaurant to go to.,"[{'term': 'restaurant', 'polarity': 'positive'}]"
118,But the pizza is way to expensive.,"[{'term': 'pizza', 'polarity': 'negative'}]"
120,I went there for lunch and it was not as good as I expected from the reviews I read.,"[{'term': 'lunch', 'polarity': 'negative'}]"
121,Sauce was watery and the food didn't have much flavor.,"[{'term': 'Sauce', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'negative'}]"
124,I had a huge group for my birthday and we were well taken care of.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
126,"Service was prompt, friendly and great.","[{'term': 'Service', 'polarity': 'positive'}]"
127,Slightly on the pricey side but worth it!,"[{'term': 'noaspectterm', 'polarity': 'negative'}, {'term': 'noaspectterm', 'polarity': 'positive'}]"
128,Great pizza and fantastic service.,"[{'term': 'pizza', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
129,"There was a small wait, but shorter than I expected.","[{'term': 'wait', 'polarity': 'positive'}]"
131,Very cozy and warm inside.....,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
132,I will be back!,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
133,This is the best sushi in new york city - hands down.,"[{'term': 'sushi', 'polarity': 'positive'}]"
134,The place is small and cramped but the food is fantastic.,"[{'term': 'place', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'positive'}]"
137,"With the great variety on the menu , I eat here often and never get bored .","[{'term': 'menu', 'polarity': 'positive'}]"
138,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .","[{'term': 'atmosphere', 'polarity': 'neutral'}, {'term': 'noaspectterm', 'polarity': 'positive'}]"
139,It's all about the food !!,"[{'term': 'food', 'polarity': 'positive'}]"
140,first it took us a long time to find the place.,"[{'term': 'place', 'polarity': 'negative'}]"
141,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.","[{'term': 'menu', 'polarity': 'negative'}]"
142,"those rolls were big, but not good and sashimi wasn't fresh.","[{'term': 'rolls', 'polarity': 'neutral'}, {'term': 'rolls', 'polarity': 'negative'}, {'term': 'sashimi', 'polarity': 'negative'}]"
143,"they were dry and disgusting, i didn't even finish my first piece.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
145,"Try the crunchy tuna, it is to die for.","[{'term': 'crunchy tuna', 'polarity': 'positive'}]"
146,"Try everything for that matter, it is all good.","[{'term': 'noaspectterm', 'polarity': 'positive'}]"
147,I have been going there since it opened and I can't get enough.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
149,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
151,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.","[{'term': 'open kitchen', 'polarity': 'positive'}, {'term': 'restaurant', 'polarity': 'negative'}]"
152,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.","[{'term': 'wine selection', 'polarity': 'positive'}, {'term': 'Gigondas', 'polarity': 'positive'}, {'term': 'house champagne', 'polarity': 'positive'}]"
153,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.","[{'term': 'noaspectterm', 'polarity': 'neutral'}, {'term': 'vibe', 'polarity': 'positive'}, {'term': 'French food', 'polarity': 'positive'}]"
154,"Have recommended the place to friends, always gets good response.","[{'term': 'place', 'polarity': 'positive'}]"
155,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!","[{'term': 'crust', 'polarity': 'positive'}, {'term': 'pizza', 'polarity': 'positive'}]"
156,I take all my NYC guests to VT's.,"[{'term': ""VT's"", 'polarity': 'positive'}]"
157,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!","[{'term': 'neighborhood', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
158,I've been there three times and have always had wonderful experiences.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
159,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,"[{'term': 'setting', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'noaspectterm', 'polarity': 'positive'}]"
160,I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.,"[{'term': 'Mizu', 'polarity': 'positive'}]"
161,Even after they overcharged me the last time I was there.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
162,Make sure you have the Spicy Scallop roll.. .,"[{'term': 'Spicy Scallop roll', 'polarity': 'positive'}]"
163,it's delicious!,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
164,"Moules were excellent, lobster ravioli was VERY salty!","[{'term': 'Moules', 'polarity': 'positive'}, {'term': 'lobster ravioli', 'polarity': 'negative'}]"
165,"Took my mom for Mother's Day, and the maitre d' was pretty rude.","[{'term': ""maitre d'"", 'polarity': 'negative'}]"
167,Stepped on my foot on the SECOND time he reached over me to adjust lighting.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
168,Tiny dessert was $8.00...just plain overpriced for what it is.,"[{'term': 'dessert', 'polarity': 'negative'}, {'term': 'dessert', 'polarity': 'negative'}]"
170,Try their chef's specials-- they are to die for.,"[{'term': ""chef's specials"", 'polarity': 'positive'}]"
171,"Service is not exactly five star, but thats not really a big deal.","[{'term': 'Service', 'polarity': 'neutral'}]"
172,Downstairs lounge is always a good attraction,"[{'term': 'Downstairs lounge', 'polarity': 'positive'}]"
174,The exotic food is beautifully presented and is a delight in delicious combinations.,"[{'term': 'exotic food', 'polarity': 'positive'}, {'term': 'exotic food', 'polarity': 'positive'}]"
175,It is also extremely well priced.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
176,The staff is incredibly helpful and attentive.,"[{'term': 'staff', 'polarity': 'positive'}]"
177,The bar is very well stocked with interesting beers and well priced wines.,"[{'term': 'bar', 'polarity': 'positive'}, {'term': 'beers', 'polarity': 'positive'}, {'term': 'wines', 'polarity': 'positive'}]"
178,This is one of my favorite restaurants and it is not to be missed.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
179,Your friends will thank you for introducing them to this gem!,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
180,"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.","[{'term': 'Leon', 'polarity': 'negative'}]"
181,"The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...","[{'term': 'waitress', 'polarity': 'negative'}]"
182,"Then, to top things off, she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes. ","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
183,Such a disappointment...,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
184,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one","[{'term': 'service', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'neutral'}, {'term': 'noaspectterm', 'polarity': 'negative'}]"
185,I had a grat time at Jekyll and Hyde!,"[{'term': 'Jekyll and Hyde', 'polarity': 'positive'}]"
186,I loved everythig about it-especially the shows and actors.,"[{'term': 'noaspectterm', 'polarity': 'positive'}, {'term': 'shows', 'polarity': 'positive'}, {'term': 'actors', 'polarity': 'positive'}]"
188,I am bringing my whole family back next time.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
189,The food was good too.,"[{'term': 'food', 'polarity': 'positive'}]"
190,The tuna and wasabe potatoes are excellent.,"[{'term': 'tuna', 'polarity': 'positive'}, {'term': 'wasabe potatoes', 'polarity': 'positive'}]"
191,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,"[{'term': 'outdoor atmosphere', 'polarity': 'positive'}]"
192,"Inside is a little cramped, but to be expected.","[{'term': 'noaspectterm', 'polarity': 'neutral'}]"
193,Service was prompt and courteous.,"[{'term': 'Service', 'polarity': 'positive'}]"
194,This was a repeat visit and we'll definitely be back again.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
196,Prices are in line.,"[{'term': 'noaspectterm', 'polarity': 'neutral'}]"
197,But too far east!,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
200,"Also, because it is so thin, it gets cold very quickly and its not that filling.","[{'term': 'noaspectterm', 'polarity': 'negative'}, {'term': 'noaspectterm', 'polarity': 'negative'}]"
201,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,"[{'term': 'Wait staff', 'polarity': 'negative'}, {'term': 'pie', 'polarity': 'positive'}]"
202,By far the best salad I have had in a fast food restaurant.,"[{'term': 'salad', 'polarity': 'positive'}]"
203,fine dining restaurant quality.,"[{'term': 'dining', 'polarity': 'positive'}]"
204,Over 100 different choices to create your own.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
205,A must try!,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
207,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.","[{'term': 'noaspectterm', 'polarity': 'positive'}, {'term': 'noaspectterm', 'polarity': 'positive'}]"
208,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.","[{'term': 'chicken pot pie', 'polarity': 'positive'}, {'term': 'cheeseburger', 'polarity': 'positive'}, {'term': 'cheeseburger', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
210,We will return many times for this oasis in mid-town.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
211,The staff is no nonsense.,"[{'term': 'staff', 'polarity': 'positive'}]"
212,The food options rule.,"[{'term': 'food', 'polarity': 'positive'}]"
213,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,"[{'term': 'bagels', 'polarity': 'positive'}]"
214,Worth visiting the 1st Ave spot because it is the original store.,"[{'term': '1st Ave spot', 'polarity': 'positive'}]"
215,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!","[{'term': 'Uni Hand roll', 'polarity': 'positive'}]"
216,The sake menu should not be overlooked!,"[{'term': 'sake menu', 'polarity': 'positive'}]"
217,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.","[{'term': 'noaspectterm', 'polarity': 'positive'}]"
219,"Service was very good - prompt, attentive and non-intrusive.","[{'term': 'Service', 'polarity': 'positive'}]"
220,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).","[{'term': 'Food', 'polarity': 'positive'}, {'term': 'pork belly', 'polarity': 'negative'}]"
221,Wine list selection is good and wine-by-the-glass was generously filled to the top.,"[{'term': 'Wine list selection', 'polarity': 'positive'}, {'term': 'wine-by-the-glass', 'polarity': 'positive'}]"
223,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.","[{'term': 'Cafe Spice', 'polarity': 'positive'}]"
226,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.","[{'term': 'Food', 'polarity': 'positive'}, {'term': 'raw vegatables in side orders', 'polarity': 'negative'}]"
227,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.","[{'term': 'noaspectterm', 'polarity': 'neutral'}]"
229,I have NEVER been disappointed in the Red Eye.,"[{'term': 'Red Eye', 'polarity': 'positive'}]"
230,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.","[{'term': 'live jazz band', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}]"
231,It's simply the best meal in NYC.,"[{'term': 'meal', 'polarity': 'positive'}]"
232,You cannot go wrong at the Red Eye Grill.,"[{'term': 'Red Eye Grill', 'polarity': 'positive'}]"
233,"If we were to move from the upper east side, we would genuinely miss this restaurant.","[{'term': 'restaurant', 'polarity': 'positive'}]"
234,The restaurant is cute but not upscale.,"[{'term': 'restaurant', 'polarity': 'neutral'}]"
235,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'balance of herbs and tomatoes', 'polarity': 'positive'}]"
236,I would highly recommend it.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
237,It's one of our favorite places to eat in NY.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
238,We had a great time at the Jekyll and hyde Pub last night.,"[{'term': 'Jekyll and hyde Pub', 'polarity': 'positive'}]"
239,After really enjoying ourselves at the bar we sat down at a table and had dinner.,"[{'term': 'bar', 'polarity': 'positive'}]"
240,The server was really cool and served us our food and drinks with a smile.,"[{'term': 'server', 'polarity': 'positive'}]"
241,The place's decor and hidden bathrooms made for a good laugh.,"[{'term': 'decor', 'polarity': 'positive'}, {'term': 'hidden bathrooms', 'polarity': 'positive'}]"
242,I highly recommend visiting this restaurant and having dinner and drinks!,"[{'term': 'restaurant', 'polarity': 'positive'}]"
248,You will not be disapointed at all.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
249,We were not dissappointed in the least bit by this little gem.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
250,The bagel was huge.,"[{'term': 'bagel', 'polarity': 'positive'}]"
251,They were served warm and had a soft fluffy interior.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
255,I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,"[{'term': 'lobster roll', 'polarity': 'positive'}, {'term': 'lobster', 'polarity': 'positive'}]"
256,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.","[{'term': 'pizza', 'polarity': 'positive'}, {'term': 'santa fe chopped salad', 'polarity': 'positive'}, {'term': 'fish and chips', 'polarity': 'positive'}]"
257,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'ambience', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
258,All the staff is absolutely professional!! ,"[{'term': 'staff', 'polarity': 'positive'}]"
260,"(that is A MUST, but not every restaurant can do...) ","[{'term': 'noaspectterm', 'polarity': 'positive'}]"
261,"There's nice and quiet, small but enough for 6 (or more).","[{'term': 'noaspectterm', 'polarity': 'positive'}]"
262,This restaurant was way overhyped.,"[{'term': 'restaurant', 'polarity': 'negative'}]"
263,My chow fun and chow see was really bland and oily.,"[{'term': 'chow fun and chow see', 'polarity': 'negative'}]"
264,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
265,The scallion pancakes and fried dumplings were nothing out of the ordinary.,"[{'term': 'scallion pancakes', 'polarity': 'neutral'}, {'term': 'fried dumplings', 'polarity': 'neutral'}]"
266,The service was the only thing good about this restaurant.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'restaurant', 'polarity': 'negative'}]"
268,I definitely wouldn't go back.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
271,fresh restaurant was amazing........ food was delicious and of course fresh.,"[{'term': 'fresh restaurant', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
272,"great for a romantic evening, or a fun evening with friends...","[{'term': 'noaspectterm', 'polarity': 'positive'}, {'term': 'noaspectterm', 'polarity': 'positive'}]"
273,I will be going back very soon.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
275,Hats off to the chef.,"[{'term': 'chef', 'polarity': 'positive'}]"
277,"the salads are delicious, both refreshing and very spicy.","[{'term': 'salads', 'polarity': 'positive'}]"
278,We had Pam's special fried fish and it was amazing.,"[{'term': ""Pam's special fried fish"", 'polarity': 'positive'}]"
