sentence_id	sentence	target	category	polarity	category_polarity	entailed	start	end
387	Ein gemütliches Restaurant , die Aussenbestuhlung befindet sich vor dem Lokal , der bestellte Rosewein wurde hervorragend im Weinkühler serviert und unsere Fischgerichte waren sehr lecker !	Fischgerichte	food	neutral	food neutral	no	0	0
399	Service absolut unterirdisch .	Service	service	positive	service positive	no	0	0
399	Service absolut unterirdisch .	Service	service	negative	service negative	yes	1	2
399	Service absolut unterirdisch .	Service	service	neutral	service neutral	no	0	0
401	Einziger Lichtblick und auch der Grund warum ich es nicht mit mangelhaft bewerte , war der sehr freundliche Kellner .	NULL	general-impression	positive	general-impression positive	no	0	0
401	Einziger Lichtblick und auch der Grund warum ich es nicht mit mangelhaft bewerte , war der sehr freundliche Kellner .	NULL	general-impression	negative	general-impression negative	yes	0	0
401	Einziger Lichtblick und auch der Grund warum ich es nicht mit mangelhaft bewerte , war der sehr freundliche Kellner .	NULL	general-impression	neutral	general-impression neutral	no	0	0
401	Einziger Lichtblick und auch der Grund warum ich es nicht mit mangelhaft bewerte , war der sehr freundliche Kellner .	Kellner	service	positive	service positive	yes	19	20
401	Einziger Lichtblick und auch der Grund warum ich es nicht mit mangelhaft bewerte , war der sehr freundliche Kellner .	Kellner	service	negative	service negative	no	0	0
401	Einziger Lichtblick und auch der Grund warum ich es nicht mit mangelhaft bewerte , war der sehr freundliche Kellner .	Kellner	service	neutral	service neutral	no	0	0
402	Man hat ihn angemerkt , dass er seinen Job gern macht .	NULL	service	positive	service positive	yes	0	0
402	Man hat ihn angemerkt , dass er seinen Job gern macht .	NULL	service	negative	service negative	no	0	0
402	Man hat ihn angemerkt , dass er seinen Job gern macht .	NULL	service	neutral	service neutral	no	0	0
426	Dieses Restaurant bietet eine köstliche Auswahl an klassischen Gerichten , von denen jedes vor Geschmack strotzt .	Gerichten	food	positive	food positive	yes	9	10
426	Dieses Restaurant bietet eine köstliche Auswahl an klassischen Gerichten , von denen jedes vor Geschmack strotzt .	Gerichten	food	negative	food negative	no	0	0
426	Dieses Restaurant bietet eine köstliche Auswahl an klassischen Gerichten , von denen jedes vor Geschmack strotzt .	Gerichten	food	neutral	food neutral	no	0	0
444	Für einen ruhigen Abend mit wohlfühlcharakter ist man hier definitiv falsch .	NULL	ambience	positive	ambience positive	no	0	0
444	Für einen ruhigen Abend mit wohlfühlcharakter ist man hier definitiv falsch .	NULL	ambience	negative	ambience negative	yes	0	0
444	Für einen ruhigen Abend mit wohlfühlcharakter ist man hier definitiv falsch .	NULL	ambience	neutral	ambience neutral	no	0	0
453	Sehr angenehme Ambiance im LOC .	Ambiance	ambience	positive	ambience positive	yes	3	4
453	Sehr angenehme Ambiance im LOC .	Ambiance	ambience	negative	ambience negative	no	0	0
453	Sehr angenehme Ambiance im LOC .	Ambiance	ambience	neutral	ambience neutral	no	0	0
454	Das Frühstück ist sehr schmackhaft und vielfältig .	Frühstück	food	positive	food positive	yes	2	3
454	Das Frühstück ist sehr schmackhaft und vielfältig .	Frühstück	food	negative	food negative	no	0	0
454	Das Frühstück ist sehr schmackhaft und vielfältig .	Frühstück	food	neutral	food neutral	no	0	0
471	Wir werden also schon erwartet und sofort kümmert sich der Service um unser Wohl .	Service	service	positive	service positive	yes	11	12
471	Wir werden also schon erwartet und sofort kümmert sich der Service um unser Wohl .	Service	service	negative	service negative	no	0	0
471	Wir werden also schon erwartet und sofort kümmert sich der Service um unser Wohl .	Service	service	neutral	service neutral	no	0	0
491	Das Essen war sehr sehr lecker und kam zügig .	Essen	food	positive	food positive	yes	2	3
491	Das Essen war sehr sehr lecker und kam zügig .	Essen	food	negative	food negative	no	0	0
491	Das Essen war sehr sehr lecker und kam zügig .	Essen	food	neutral	food neutral	no	0	0
491	Das Essen war sehr sehr lecker und kam zügig .	NULL	service	positive	service positive	yes	0	0
491	Das Essen war sehr sehr lecker und kam zügig .	NULL	service	negative	service negative	no	0	0
491	Das Essen war sehr sehr lecker und kam zügig .	NULL	service	neutral	service neutral	no	0	0
523	Geschmack fad .	NULL	food	positive	food positive	no	0	0
523	Geschmack fad .	NULL	food	negative	food negative	yes	0	0
523	Geschmack fad .	NULL	food	neutral	food neutral	no	0	0
531	Dann , keine 10 Minuten später , bekam ich ein neues Steak , das auf den Punkt zubereitet war .	Steak	food	positive	food positive	yes	12	13
531	Dann , keine 10 Minuten später , bekam ich ein neues Steak , das auf den Punkt zubereitet war .	Steak	food	negative	food negative	no	0	0
531	Dann , keine 10 Minuten später , bekam ich ein neues Steak , das auf den Punkt zubereitet war .	Steak	food	neutral	food neutral	no	0	0
542	Unmögliches Raumklima innerhalb .	Raumklima	ambience	positive	ambience positive	no	0	0
542	Unmögliches Raumklima innerhalb .	Raumklima	ambience	negative	ambience negative	yes	2	3
542	Unmögliches Raumklima innerhalb .	Raumklima	ambience	neutral	ambience neutral	no	0	0
544	Es war viel zu laut , wie im Club .	NULL	ambience	positive	ambience positive	no	0	0
544	Es war viel zu laut , wie im Club .	NULL	ambience	negative	ambience negative	yes	0	0
544	Es war viel zu laut , wie im Club .	NULL	ambience	neutral	ambience neutral	no	0	0
586	Positiv zu vermerken ist die einzigartige Lage , das traditionelle Ambiente und der freundliche Service .	Lage	ambience	positive	ambience positive	yes	7	8
586	Positiv zu vermerken ist die einzigartige Lage , das traditionelle Ambiente und der freundliche Service .	Lage	ambience	negative	ambience negative	no	0	0
586	Positiv zu vermerken ist die einzigartige Lage , das traditionelle Ambiente und der freundliche Service .	Lage	ambience	neutral	ambience neutral	no	0	0
586	Positiv zu vermerken ist die einzigartige Lage , das traditionelle Ambiente und der freundliche Service .	Ambiente	ambience	positive	ambience positive	yes	11	12
586	Positiv zu vermerken ist die einzigartige Lage , das traditionelle Ambiente und der freundliche Service .	Ambiente	ambience	negative	ambience negative	no	0	0
586	Positiv zu vermerken ist die einzigartige Lage , das traditionelle Ambiente und der freundliche Service .	Ambiente	ambience	neutral	ambience neutral	no	0	0
586	Positiv zu vermerken ist die einzigartige Lage , das traditionelle Ambiente und der freundliche Service .	Service	service	positive	service positive	yes	15	16
586	Positiv zu vermerken ist die einzigartige Lage , das traditionelle Ambiente und der freundliche Service .	Service	service	negative	service negative	no	0	0
586	Positiv zu vermerken ist die einzigartige Lage , das traditionelle Ambiente und der freundliche Service .	Service	service	neutral	service neutral	no	0	0
596	Bedienung sehr zuvorkommend	Bedienung	service	positive	service positive	yes	1	2
596	Bedienung sehr zuvorkommend	Bedienung	service	negative	service negative	no	0	0
596	Bedienung sehr zuvorkommend	Bedienung	service	neutral	service neutral	no	0	0
599	Sehr nette und zuvorkommende Bedienung .	Bedienung	service	positive	service positive	yes	5	6
599	Sehr nette und zuvorkommende Bedienung .	Bedienung	service	negative	service negative	no	0	0
599	Sehr nette und zuvorkommende Bedienung .	Bedienung	service	neutral	service neutral	no	0	0
606	Mit den LOC kann man Fenster einschmeißen - jeder Bahnhof serviert bessereEinzig und alleine die Maß war lecker .	Maß	food	positive	food positive	yes	16	17
606	Mit den LOC kann man Fenster einschmeißen - jeder Bahnhof serviert bessereEinzig und alleine die Maß war lecker .	Maß	food	negative	food negative	no	0	0
606	Mit den LOC kann man Fenster einschmeißen - jeder Bahnhof serviert bessereEinzig und alleine die Maß war lecker .	Maß	food	neutral	food neutral	no	0	0
606	Mit den LOC kann man Fenster einschmeißen - jeder Bahnhof serviert bessereEinzig und alleine die Maß war lecker .	LOC	food	positive	food positive	no	0	0
606	Mit den LOC kann man Fenster einschmeißen - jeder Bahnhof serviert bessereEinzig und alleine die Maß war lecker .	LOC	food	negative	food negative	yes	3	4
606	Mit den LOC kann man Fenster einschmeißen - jeder Bahnhof serviert bessereEinzig und alleine die Maß war lecker .	LOC	food	neutral	food neutral	no	0	0
658	Leider sind die Toiletten sehr unsauber , nicht gepflegt mit starker Geruchsbildung der einem auf dem Weg dorthin schon entgegen schlägt .	Toiletten	ambience	positive	ambience positive	no	0	0
658	Leider sind die Toiletten sehr unsauber , nicht gepflegt mit starker Geruchsbildung der einem auf dem Weg dorthin schon entgegen schlägt .	Toiletten	ambience	negative	ambience negative	yes	4	5
658	Leider sind die Toiletten sehr unsauber , nicht gepflegt mit starker Geruchsbildung der einem auf dem Weg dorthin schon entgegen schlägt .	Toiletten	ambience	neutral	ambience neutral	no	0	0
722	Wir waren zu zweit an einem Montag Abend dort und haben sehr fein gegessen .	NULL	food	positive	food positive	yes	0	0
722	Wir waren zu zweit an einem Montag Abend dort und haben sehr fein gegessen .	NULL	food	negative	food negative	no	0	0
722	Wir waren zu zweit an einem Montag Abend dort und haben sehr fein gegessen .	NULL	food	neutral	food neutral	no	0	0
747	Über die Qualität der Gerichte muß man nicht mehr reden : hervorragend !	Gerichte	food	positive	food positive	yes	5	6
747	Über die Qualität der Gerichte muß man nicht mehr reden : hervorragend !	Gerichte	food	negative	food negative	no	0	0
747	Über die Qualität der Gerichte muß man nicht mehr reden : hervorragend !	Gerichte	food	neutral	food neutral	no	0	0
755	Die Kellnerin hat einen genervten Eindruck gemacht .	Kellnerin	service	positive	service positive	no	0	0
755	Die Kellnerin hat einen genervten Eindruck gemacht .	Kellnerin	service	negative	service negative	yes	2	3
755	Die Kellnerin hat einen genervten Eindruck gemacht .	Kellnerin	service	neutral	service neutral	no	0	0
761	Wir freuen uns auf ein Wiedersehen !	NULL	general-impression	positive	general-impression positive	yes	0	0
761	Wir freuen uns auf ein Wiedersehen !	NULL	general-impression	negative	general-impression negative	no	0	0
761	Wir freuen uns auf ein Wiedersehen !	NULL	general-impression	neutral	general-impression neutral	no	0	0
773	Da sollte sich das Management vom LOC schämen sowas haben wir nie erlebt .	Management	service	positive	service positive	no	0	0
773	Da sollte sich das Management vom LOC schämen sowas haben wir nie erlebt .	Management	service	negative	service negative	yes	5	6
773	Da sollte sich das Management vom LOC schämen sowas haben wir nie erlebt .	Management	service	neutral	service neutral	no	0	0
776	Im Sterneküchenbereich eher seltenEine fabelhafte Beratung vorweg und natürlich das exzellente Essen .	Essen	food	positive	food positive	yes	12	13
776	Im Sterneküchenbereich eher seltenEine fabelhafte Beratung vorweg und natürlich das exzellente Essen .	Essen	food	negative	food negative	no	0	0
776	Im Sterneküchenbereich eher seltenEine fabelhafte Beratung vorweg und natürlich das exzellente Essen .	Essen	food	neutral	food neutral	no	0	0
776	Im Sterneküchenbereich eher seltenEine fabelhafte Beratung vorweg und natürlich das exzellente Essen .	Beratung	service	positive	service positive	yes	6	7
776	Im Sterneküchenbereich eher seltenEine fabelhafte Beratung vorweg und natürlich das exzellente Essen .	Beratung	service	negative	service negative	no	0	0
776	Im Sterneküchenbereich eher seltenEine fabelhafte Beratung vorweg und natürlich das exzellente Essen .	Beratung	service	neutral	service neutral	no	0	0
808	Die Krönung waren dann die 6 , 50 Euro für den 0 , 1 l Rosenkir .	NULL	price	positive	price positive	yes	0	0
808	Die Krönung waren dann die 6 , 50 Euro für den 0 , 1 l Rosenkir .	NULL	price	negative	price negative	no	0	0
808	Die Krönung waren dann die 6 , 50 Euro für den 0 , 1 l Rosenkir .	NULL	price	neutral	price neutral	no	0	0
809	Ambiente toll , vielen Dank für den herrlichen Abend	Ambiente	ambience	positive	ambience positive	yes	1	2
809	Ambiente toll , vielen Dank für den herrlichen Abend	Ambiente	ambience	negative	ambience negative	no	0	0
809	Ambiente toll , vielen Dank für den herrlichen Abend	Ambiente	ambience	neutral	ambience neutral	no	0	0
809	Ambiente toll , vielen Dank für den herrlichen Abend	NULL	general-impression	positive	general-impression positive	yes	0	0
809	Ambiente toll , vielen Dank für den herrlichen Abend	NULL	general-impression	negative	general-impression negative	no	0	0
809	Ambiente toll , vielen Dank für den herrlichen Abend	NULL	general-impression	neutral	general-impression neutral	no	0	0
810	Zu dem auch nur lauwarm .	NULL	food	positive	food positive	no	0	0
810	Zu dem auch nur lauwarm .	NULL	food	negative	food negative	yes	0	0
810	Zu dem auch nur lauwarm .	NULL	food	neutral	food neutral	no	0	0
846	Von Anfang bis Ende ein Erlebnis !	NULL	general-impression	positive	general-impression positive	yes	0	0
846	Von Anfang bis Ende ein Erlebnis !	NULL	general-impression	negative	general-impression negative	no	0	0
846	Von Anfang bis Ende ein Erlebnis !	NULL	general-impression	neutral	general-impression neutral	no	0	0
848	Ein Besuch lohnt sich auf jeden Fall .	NULL	general-impression	positive	general-impression positive	yes	0	0
848	Ein Besuch lohnt sich auf jeden Fall .	NULL	general-impression	negative	general-impression negative	no	0	0
848	Ein Besuch lohnt sich auf jeden Fall .	NULL	general-impression	neutral	general-impression neutral	no	0	0
864	Tolles Ambiente , schöne Einrichtung .	Ambiente	ambience	positive	ambience positive	yes	2	3
864	Tolles Ambiente , schöne Einrichtung .	Ambiente	ambience	negative	ambience negative	no	0	0
864	Tolles Ambiente , schöne Einrichtung .	Ambiente	ambience	neutral	ambience neutral	no	0	0
864	Tolles Ambiente , schöne Einrichtung .	Einrichtung	ambience	positive	ambience positive	yes	5	6
864	Tolles Ambiente , schöne Einrichtung .	Einrichtung	ambience	negative	ambience negative	no	0	0
864	Tolles Ambiente , schöne Einrichtung .	Einrichtung	ambience	neutral	ambience neutral	no	0	0
931	Ich hab nichts vermisst , sowohl das gebratene , wie auch das Gemüse in Currysauce waren wirklich sehr lecker .	Gemüse in Currysauce	food	positive	food positive	yes	13	16
931	Ich hab nichts vermisst , sowohl das gebratene , wie auch das Gemüse in Currysauce waren wirklich sehr lecker .	Gemüse in Currysauce	food	negative	food negative	no	0	0
931	Ich hab nichts vermisst , sowohl das gebratene , wie auch das Gemüse in Currysauce waren wirklich sehr lecker .	Gemüse in Currysauce	food	neutral	food neutral	no	0	0
938	Vorspeise , Hauptgang und Dessert - alles war top !	Vorspeise	food	positive	food positive	yes	1	2
938	Vorspeise , Hauptgang und Dessert - alles war top !	Vorspeise	food	negative	food negative	no	0	0
938	Vorspeise , Hauptgang und Dessert - alles war top !	Vorspeise	food	neutral	food neutral	no	0	0
938	Vorspeise , Hauptgang und Dessert - alles war top !	Hauptgang	food	positive	food positive	yes	3	4
938	Vorspeise , Hauptgang und Dessert - alles war top !	Hauptgang	food	negative	food negative	no	0	0
938	Vorspeise , Hauptgang und Dessert - alles war top !	Hauptgang	food	neutral	food neutral	no	0	0
938	Vorspeise , Hauptgang und Dessert - alles war top !	Dessert	food	positive	food positive	yes	5	6
938	Vorspeise , Hauptgang und Dessert - alles war top !	Dessert	food	negative	food negative	no	0	0
938	Vorspeise , Hauptgang und Dessert - alles war top !	Dessert	food	neutral	food neutral	no	0	0
940	Das Restaurant scheint im vorigen Jahrhundert stehen geblieben zu sein .	Restaurant	general-impression	positive	general-impression positive	no	0	0
940	Das Restaurant scheint im vorigen Jahrhundert stehen geblieben zu sein .	Restaurant	general-impression	negative	general-impression negative	yes	2	3
940	Das Restaurant scheint im vorigen Jahrhundert stehen geblieben zu sein .	Restaurant	general-impression	neutral	general-impression neutral	no	0	0
952	überaus fein .	NULL	food	positive	food positive	yes	0	0
952	überaus fein .	NULL	food	negative	food negative	no	0	0
952	überaus fein .	NULL	food	neutral	food neutral	no	0	0
965	6 Salatblätter Frisee und 23 Croutons sind keine 12 , 50 wert !	Salatblätter Frisee	price	positive	price positive	no	0	0
965	6 Salatblätter Frisee und 23 Croutons sind keine 12 , 50 wert !	Salatblätter Frisee	price	negative	price negative	yes	2	4
