sentence_id	sentence	target	category	polarity	category_polarity	entailed	start	end
103	The service is excellent , the decor is great , and the food is delicious and comes in large portions .	portions	food style_options	positive	food style_options positive	yes	20	21
103	The service is excellent , the decor is great , and the food is delicious and comes in large portions .	portions	food style_options	negative	food style_options negative	no	0	0
103	The service is excellent , the decor is great , and the food is delicious and comes in large portions .	portions	food style_options	neutral	food style_options neutral	no	0	0
115	Make sure you try this place as often as you can .	place	restaurant general	positive	restaurant general positive	yes	6	7
115	Make sure you try this place as often as you can .	place	restaurant general	negative	restaurant general negative	no	0	0
115	Make sure you try this place as often as you can .	place	restaurant general	neutral	restaurant general neutral	no	0	0
127	Slightly on the pricey side but worth it !	NULL	restaurant prices	positive	restaurant prices positive	no	0	0
127	Slightly on the pricey side but worth it !	NULL	restaurant prices	negative	restaurant prices negative	yes	0	0
127	Slightly on the pricey side but worth it !	NULL	restaurant prices	neutral	restaurant prices neutral	no	0	0
127	Slightly on the pricey side but worth it !	NULL	restaurant general	positive	restaurant general positive	yes	0	0
127	Slightly on the pricey side but worth it !	NULL	restaurant general	negative	restaurant general negative	no	0	0
127	Slightly on the pricey side but worth it !	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
129	There was a small wait , but shorter than I expected .	wait	service general	positive	service general positive	yes	5	6
129	There was a small wait , but shorter than I expected .	wait	service general	negative	service general negative	no	0	0
129	There was a small wait , but shorter than I expected .	wait	service general	neutral	service general neutral	no	0	0
156	I take all my NYC guests to VT 's .	VT 's	restaurant miscellaneous	positive	restaurant miscellaneous positive	yes	8	10
156	I take all my NYC guests to VT 's .	VT 's	restaurant miscellaneous	negative	restaurant miscellaneous negative	no	0	0
156	I take all my NYC guests to VT 's .	VT 's	restaurant miscellaneous	neutral	restaurant miscellaneous neutral	no	0	0
167	Stepped on my foot on the SECOND time he reached over me to adjust lighting .	NULL	service general	positive	service general positive	no	0	0
167	Stepped on my foot on the SECOND time he reached over me to adjust lighting .	NULL	service general	negative	service general negative	yes	0	0
167	Stepped on my foot on the SECOND time he reached over me to adjust lighting .	NULL	service general	neutral	service general neutral	no	0	0
192	Inside is a little cramped , but to be expected .	NULL	ambience general	positive	ambience general positive	no	0	0
192	Inside is a little cramped , but to be expected .	NULL	ambience general	negative	ambience general negative	no	0	0
192	Inside is a little cramped , but to be expected .	NULL	ambience general	neutral	ambience general neutral	yes	0	0
193	Service was prompt and courteous .	Service	service general	positive	service general positive	yes	1	2
193	Service was prompt and courteous .	Service	service general	negative	service general negative	no	0	0
193	Service was prompt and courteous .	Service	service general	neutral	service general neutral	no	0	0
201	Wait staff is blantently unappreciative of your business but its the best pie on the UWS !	Wait staff	service general	positive	service general positive	no	0	0
201	Wait staff is blantently unappreciative of your business but its the best pie on the UWS !	Wait staff	service general	negative	service general negative	yes	1	3
201	Wait staff is blantently unappreciative of your business but its the best pie on the UWS !	Wait staff	service general	neutral	service general neutral	no	0	0
201	Wait staff is blantently unappreciative of your business but its the best pie on the UWS !	pie	food quality	positive	food quality positive	yes	13	14
201	Wait staff is blantently unappreciative of your business but its the best pie on the UWS !	pie	food quality	negative	food quality negative	no	0	0
201	Wait staff is blantently unappreciative of your business but its the best pie on the UWS !	pie	food quality	neutral	food quality neutral	no	0	0
204	Over 100 different choices to create your own .	NULL	food style_options	positive	food style_options positive	yes	0	0
204	Over 100 different choices to create your own .	NULL	food style_options	negative	food style_options negative	no	0	0
204	Over 100 different choices to create your own .	NULL	food style_options	neutral	food style_options neutral	no	0	0
210	We will return many times for this oasis in mid - town .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
210	We will return many times for this oasis in mid - town .	NULL	restaurant general	negative	restaurant general negative	no	0	0
210	We will return many times for this oasis in mid - town .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
214	Worth visiting the 1st Ave spot because it is the original store .	1st Ave spot	restaurant miscellaneous	positive	restaurant miscellaneous positive	yes	4	7
214	Worth visiting the 1st Ave spot because it is the original store .	1st Ave spot	restaurant miscellaneous	negative	restaurant miscellaneous negative	no	0	0
214	Worth visiting the 1st Ave spot because it is the original store .	1st Ave spot	restaurant miscellaneous	neutral	restaurant miscellaneous neutral	no	0	0
238	We had a great time at the Jekyll and hyde Pub last night .	Jekyll and hyde Pub	restaurant general	positive	restaurant general positive	yes	8	12
238	We had a great time at the Jekyll and hyde Pub last night .	Jekyll and hyde Pub	restaurant general	negative	restaurant general negative	no	0	0
238	We had a great time at the Jekyll and hyde Pub last night .	Jekyll and hyde Pub	restaurant general	neutral	restaurant general neutral	no	0	0
273	I will be going back very soon .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
273	I will be going back very soon .	NULL	restaurant general	negative	restaurant general negative	no	0	0
273	I will be going back very soon .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
287	Ingredients are organic which is a real plus for me .	Ingredients	food quality	positive	food quality positive	yes	1	2
287	Ingredients are organic which is a real plus for me .	Ingredients	food quality	negative	food quality negative	no	0	0
287	Ingredients are organic which is a real plus for me .	Ingredients	food quality	neutral	food quality neutral	no	0	0
302	We both opted for a pasta dish and they were served timely and fresh .	NULL	service general	positive	service general positive	yes	0	0
302	We both opted for a pasta dish and they were served timely and fresh .	NULL	service general	negative	service general negative	no	0	0
302	We both opted for a pasta dish and they were served timely and fresh .	NULL	service general	neutral	service general neutral	no	0	0
302	We both opted for a pasta dish and they were served timely and fresh .	pasta dish	food quality	positive	food quality positive	yes	6	8
302	We both opted for a pasta dish and they were served timely and fresh .	pasta dish	food quality	negative	food quality negative	no	0	0
302	We both opted for a pasta dish and they were served timely and fresh .	pasta dish	food quality	neutral	food quality neutral	no	0	0
329	Pizza is terrific , as is homemade pasta .	Pizza	food quality	positive	food quality positive	yes	1	2
329	Pizza is terrific , as is homemade pasta .	Pizza	food quality	negative	food quality negative	no	0	0
329	Pizza is terrific , as is homemade pasta .	Pizza	food quality	neutral	food quality neutral	no	0	0
329	Pizza is terrific , as is homemade pasta .	homemade pasta	food quality	positive	food quality positive	yes	7	9
329	Pizza is terrific , as is homemade pasta .	homemade pasta	food quality	negative	food quality negative	no	0	0
329	Pizza is terrific , as is homemade pasta .	homemade pasta	food quality	neutral	food quality neutral	no	0	0
330	Ambience is delightful , service impeccable .	Ambience	ambience general	positive	ambience general positive	yes	1	2
330	Ambience is delightful , service impeccable .	Ambience	ambience general	negative	ambience general negative	no	0	0
330	Ambience is delightful , service impeccable .	Ambience	ambience general	neutral	ambience general neutral	no	0	0
330	Ambience is delightful , service impeccable .	service	service general	positive	service general positive	yes	5	6
330	Ambience is delightful , service impeccable .	service	service general	negative	service general negative	no	0	0
330	Ambience is delightful , service impeccable .	service	service general	neutral	service general neutral	no	0	0
331	I 'm still mad that i had to pay for lousy food .	food	food quality	positive	food quality positive	no	0	0
331	I 'm still mad that i had to pay for lousy food .	food	food quality	negative	food quality negative	yes	12	13
331	I 'm still mad that i had to pay for lousy food .	food	food quality	neutral	food quality neutral	no	0	0
336	This is my first time writing a review for a restaurant because the food and service was excellent .	food	food quality	positive	food quality positive	yes	14	15
336	This is my first time writing a review for a restaurant because the food and service was excellent .	food	food quality	negative	food quality negative	no	0	0
336	This is my first time writing a review for a restaurant because the food and service was excellent .	food	food quality	neutral	food quality neutral	no	0	0
336	This is my first time writing a review for a restaurant because the food and service was excellent .	service	service general	positive	service general positive	yes	16	17
336	This is my first time writing a review for a restaurant because the food and service was excellent .	service	service general	negative	service general negative	no	0	0
336	This is my first time writing a review for a restaurant because the food and service was excellent .	service	service general	neutral	service general neutral	no	0	0
343	And amazingly cheap .	NULL	food prices	positive	food prices positive	yes	0	0
343	And amazingly cheap .	NULL	food prices	negative	food prices negative	no	0	0
343	And amazingly cheap .	NULL	food prices	neutral	food prices neutral	no	0	0
349	However , I think this place is a good hang out spot .	place	ambience general	positive	ambience general positive	yes	6	7
349	However , I think this place is a good hang out spot .	place	ambience general	negative	ambience general negative	no	0	0
349	However , I think this place is a good hang out spot .	place	ambience general	neutral	ambience general neutral	no	0	0
369	Skip this restaurant , it 's a big disappointment .	restaurant	restaurant general	positive	restaurant general positive	no	0	0
369	Skip this restaurant , it 's a big disappointment .	restaurant	restaurant general	negative	restaurant general negative	yes	3	4
369	Skip this restaurant , it 's a big disappointment .	restaurant	restaurant general	neutral	restaurant general neutral	no	0	0
370	Myagi is one of my favorite restaurants in the City ; the place the negative reviews describe sound like they were somewhere else .	Myagi	restaurant general	positive	restaurant general positive	yes	1	2
370	Myagi is one of my favorite restaurants in the City ; the place the negative reviews describe sound like they were somewhere else .	Myagi	restaurant general	negative	restaurant general negative	no	0	0
370	Myagi is one of my favorite restaurants in the City ; the place the negative reviews describe sound like they were somewhere else .	Myagi	restaurant general	neutral	restaurant general neutral	no	0	0
410	This place is so much fun .	place	ambience general	positive	ambience general positive	yes	2	3
410	This place is so much fun .	place	ambience general	negative	ambience general negative	no	0	0
410	This place is so much fun .	place	ambience general	neutral	ambience general neutral	no	0	0
426	We had a good time .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
426	We had a good time .	NULL	restaurant general	negative	restaurant general negative	no	0	0
426	We had a good time .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
438	Delivery is fast too .	Delivery	service general	positive	service general positive	yes	1	2
438	Delivery is fast too .	Delivery	service general	negative	service general negative	no	0	0
438	Delivery is fast too .	Delivery	service general	neutral	service general neutral	no	0	0
439	Great friendly service , Fast seating , Fast Delivery , Excellent sushi .	service	service general	positive	service general positive	yes	3	4
439	Great friendly service , Fast seating , Fast Delivery , Excellent sushi .	service	service general	negative	service general negative	no	0	0
439	Great friendly service , Fast seating , Fast Delivery , Excellent sushi .	service	service general	neutral	service general neutral	no	0	0
439	Great friendly service , Fast seating , Fast Delivery , Excellent sushi .	seating	service general	positive	service general positive	yes	6	7
439	Great friendly service , Fast seating , Fast Delivery , Excellent sushi .	seating	service general	negative	service general negative	no	0	0
439	Great friendly service , Fast seating , Fast Delivery , Excellent sushi .	seating	service general	neutral	service general neutral	no	0	0
439	Great friendly service , Fast seating , Fast Delivery , Excellent sushi .	Delivery	service general	positive	service general positive	yes	9	10
439	Great friendly service , Fast seating , Fast Delivery , Excellent sushi .	Delivery	service general	negative	service general negative	no	0	0
439	Great friendly service , Fast seating , Fast Delivery , Excellent sushi .	Delivery	service general	neutral	service general neutral	no	0	0
439	Great friendly service , Fast seating , Fast Delivery , Excellent sushi .	sushi	food quality	positive	food quality positive	yes	12	13
439	Great friendly service , Fast seating , Fast Delivery , Excellent sushi .	sushi	food quality	negative	food quality negative	no	0	0
439	Great friendly service , Fast seating , Fast Delivery , Excellent sushi .	sushi	food quality	neutral	food quality neutral	no	0	0
445	Highly recommended to all !	NULL	restaurant general	positive	restaurant general positive	yes	0	0
445	Highly recommended to all !	NULL	restaurant general	negative	restaurant general negative	no	0	0
445	Highly recommended to all !	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
447	Prices too high for this cramped and unappealing resturant .	resturant	restaurant prices	positive	restaurant prices positive	no	0	0
447	Prices too high for this cramped and unappealing resturant .	resturant	restaurant prices	negative	restaurant prices negative	yes	9	10
447	Prices too high for this cramped and unappealing resturant .	resturant	restaurant prices	neutral	restaurant prices neutral	no	0	0
447	Prices too high for this cramped and unappealing resturant .	resturant	ambience general	positive	ambience general positive	no	0	0
447	Prices too high for this cramped and unappealing resturant .	resturant	ambience general	negative	ambience general negative	yes	9	10
447	Prices too high for this cramped and unappealing resturant .	resturant	ambience general	neutral	ambience general neutral	no	0	0
480	If you go , try the marinara / arrabiatta sauce , the mozzarella en Carozza is mmmmmmmm . . . . . everything is just delicious .	marinara / arrabiatta sauce	food quality	positive	food quality positive	yes	7	11
480	If you go , try the marinara / arrabiatta sauce , the mozzarella en Carozza is mmmmmmmm . . . . . everything is just delicious .	marinara / arrabiatta sauce	food quality	negative	food quality negative	no	0	0
480	If you go , try the marinara / arrabiatta sauce , the mozzarella en Carozza is mmmmmmmm . . . . . everything is just delicious .	marinara / arrabiatta sauce	food quality	neutral	food quality neutral	no	0	0
480	If you go , try the marinara / arrabiatta sauce , the mozzarella en Carozza is mmmmmmmm . . . . . everything is just delicious .	mozzarella en Carozza	food quality	positive	food quality positive	yes	13	16
480	If you go , try the marinara / arrabiatta sauce , the mozzarella en Carozza is mmmmmmmm . . . . . everything is just delicious .	mozzarella en Carozza	food quality	negative	food quality negative	no	0	0
480	If you go , try the marinara / arrabiatta sauce , the mozzarella en Carozza is mmmmmmmm . . . . . everything is just delicious .	mozzarella en Carozza	food quality	neutral	food quality neutral	no	0	0
480	If you go , try the marinara / arrabiatta sauce , the mozzarella en Carozza is mmmmmmmm . . . . . everything is just delicious .	NULL	food quality	positive	food quality positive	yes	0	0
480	If you go , try the marinara / arrabiatta sauce , the mozzarella en Carozza is mmmmmmmm . . . . . everything is just delicious .	NULL	food quality	negative	food quality negative	no	0	0
480	If you go , try the marinara / arrabiatta sauce , the mozzarella en Carozza is mmmmmmmm . . . . . everything is just delicious .	NULL	food quality	neutral	food quality neutral	no	0	0
494	I go twice a month !	NULL	restaurant general	positive	restaurant general positive	yes	0	0
494	I go twice a month !	NULL	restaurant general	negative	restaurant general negative	no	0	0
494	I go twice a month !	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
496	The food is good , I can 't lie .	food	food quality	positive	food quality positive	yes	2	3
496	The food is good , I can 't lie .	food	food quality	negative	food quality negative	no	0	0
496	The food is good , I can 't lie .	food	food quality	neutral	food quality neutral	no	0	0
499	We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order .	waitress	service general	positive	service general positive	no	0	0
499	We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order .	waitress	service general	negative	service general negative	yes	9	10
499	We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order .	waitress	service general	neutral	service general neutral	no	0	0
500	This place is pricey , and yes , the food is worth it ; but the service makes you feel like you should be paying a quater of the price .	place	restaurant prices	positive	restaurant prices positive	no	0	0
500	This place is pricey , and yes , the food is worth it ; but the service makes you feel like you should be paying a quater of the price .	place	restaurant prices	negative	restaurant prices negative	yes	2	3
500	This place is pricey , and yes , the food is worth it ; but the service makes you feel like you should be paying a quater of the price .	place	restaurant prices	neutral	restaurant prices neutral	no	0	0
500	This place is pricey , and yes , the food is worth it ; but the service makes you feel like you should be paying a quater of the price .	food	food quality	positive	food quality positive	yes	10	11
500	This place is pricey , and yes , the food is worth it ; but the service makes you feel like you should be paying a quater of the price .	food	food quality	negative	food quality negative	no	0	0
500	This place is pricey , and yes , the food is worth it ; but the service makes you feel like you should be paying a quater of the price .	food	food quality	neutral	food quality neutral	no	0	0
500	This place is pricey , and yes , the food is worth it ; but the service makes you feel like you should be paying a quater of the price .	service	service general	positive	service general positive	no	0	0
500	This place is pricey , and yes , the food is worth it ; but the service makes you feel like you should be paying a quater of the price .	service	service general	negative	service general negative	yes	17	18
500	This place is pricey , and yes , the food is worth it ; but the service makes you feel like you should be paying a quater of the price .	service	service general	neutral	service general neutral	no	0	0
503	I ate here a week ago and found most dishes average at best and too expensive .	dishes	food quality	positive	food quality positive	no	0	0
503	I ate here a week ago and found most dishes average at best and too expensive .	dishes	food quality	negative	food quality negative	yes	10	11
503	I ate here a week ago and found most dishes average at best and too expensive .	dishes	food quality	neutral	food quality neutral	no	0	0
503	I ate here a week ago and found most dishes average at best and too expensive .	dishes	food prices	positive	food prices positive	no	0	0
503	I ate here a week ago and found most dishes average at best and too expensive .	dishes	food prices	negative	food prices negative	yes	10	11
503	I ate here a week ago and found most dishes average at best and too expensive .	dishes	food prices	neutral	food prices neutral	no	0	0
513	JUST AWSOME .	NULL	food quality	positive	food quality positive	yes	0	0
513	JUST AWSOME .	NULL	food quality	negative	food quality negative	no	0	0
513	JUST AWSOME .	NULL	food quality	neutral	food quality neutral	no	0	0
519	Quite frankly , this is some of the worst sushi I have ever tried .	sushi	food quality	positive	food quality positive	no	0	0
519	Quite frankly , this is some of the worst sushi I have ever tried .	sushi	food quality	negative	food quality negative	yes	10	11
519	Quite frankly , this is some of the worst sushi I have ever tried .	sushi	food quality	neutral	food quality neutral	no	0	0
520	Will never be back .	NULL	restaurant general	positive	restaurant general positive	no	0	0
520	Will never be back .	NULL	restaurant general	negative	restaurant general negative	yes	0	0
520	Will never be back .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
523	the all - u - can - eat sushi is definitely in very poor quality .	all - u - can - eat sushi	food quality	positive	food quality positive	no	0	0
523	the all - u - can - eat sushi is definitely in very poor quality .	all - u - can - eat sushi	food quality	negative	food quality negative	yes	2	10
523	the all - u - can - eat sushi is definitely in very poor quality .	all - u - can - eat sushi	food quality	neutral	food quality neutral	no	0	0
527	wont come back again for sure !	NULL	restaurant general	positive	restaurant general positive	no	0	0
527	wont come back again for sure !	NULL	restaurant general	negative	restaurant general negative	yes	0	0
527	wont come back again for sure !	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
547	Chennai Garden is my favorite Indian restaurant in the city .	Chennai Garden	restaurant general	positive	restaurant general positive	yes	1	3
547	Chennai Garden is my favorite Indian restaurant in the city .	Chennai Garden	restaurant general	negative	restaurant general negative	no	0	0
547	Chennai Garden is my favorite Indian restaurant in the city .	Chennai Garden	restaurant general	neutral	restaurant general neutral	no	0	0
557	Food is excellent .	Food	food quality	positive	food quality positive	yes	1	2
557	Food is excellent .	Food	food quality	negative	food quality negative	no	0	0
557	Food is excellent .	Food	food quality	neutral	food quality neutral	no	0	0
563	The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great .	lobster sandwich	food quality	positive	food quality positive	yes	2	4
563	The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great .	lobster sandwich	food quality	negative	food quality negative	no	0	0
563	The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great .	lobster sandwich	food quality	neutral	food quality neutral	no	0	0
563	The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great .	spaghetti with Scallops and Shrimp	food quality	positive	food quality positive	yes	8	13
563	The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great .	spaghetti with Scallops and Shrimp	food quality	negative	food quality negative	no	0	0
563	The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great .	spaghetti with Scallops and Shrimp	food quality	neutral	food quality neutral	no	0	0
569	The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top - notch .	food	food quality	positive	food quality positive	yes	2	3
569	The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top - notch .	food	food quality	negative	food quality negative	no	0	0
569	The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top - notch .	food	food quality	neutral	food quality neutral	no	0	0
569	The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top - notch .	halibut special	food quality	positive	food quality positive	yes	9	11
569	The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top - notch .	halibut special	food quality	negative	food quality negative	no	0	0
569	The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top - notch .	halibut special	food quality	neutral	food quality neutral	no	0	0
569	The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top - notch .	steak	food quality	positive	food quality positive	yes	15	16
569	The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top - notch .	steak	food quality	negative	food quality negative	no	0	0
569	The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top - notch .	steak	food quality	neutral	food quality neutral	no	0	0
569	The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top - notch .	service	service general	positive	service general positive	yes	20	21
569	The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top - notch .	service	service general	negative	service general negative	no	0	0
569	The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top - notch .	service	service general	neutral	service general neutral	no	0	0
589	I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded .	atmosphere	ambience general	positive	ambience general positive	yes	10	11
589	I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded .	atmosphere	ambience general	negative	ambience general negative	no	0	0
589	I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded .	atmosphere	ambience general	neutral	ambience general neutral	no	0	0
600	You should pass on the calamari .	calamari	food quality	positive	food quality positive	no	0	0
600	You should pass on the calamari .	calamari	food quality	negative	food quality negative	yes	6	7
600	You should pass on the calamari .	calamari	food quality	neutral	food quality neutral	no	0	0
603	Service is average .	Service	service general	positive	service general positive	no	0	0
603	Service is average .	Service	service general	negative	service general negative	no	0	0
603	Service is average .	Service	service general	neutral	service general neutral	yes	1	2
629	Nice Family owned traditional restaurant .	restaurant	restaurant general	positive	restaurant general positive	yes	5	6
629	Nice Family owned traditional restaurant .	restaurant	restaurant general	negative	restaurant general negative	no	0	0
629	Nice Family owned traditional restaurant .	restaurant	restaurant general	neutral	restaurant general neutral	no	0	0
646	I would recommend Roxy 's for that , but not for their food .	food	food quality	positive	food quality positive	no	0	0
646	I would recommend Roxy 's for that , but not for their food .	food	food quality	negative	food quality negative	yes	13	14
646	I would recommend Roxy 's for that , but not for their food .	food	food quality	neutral	food quality neutral	no	0	0
646	I would recommend Roxy 's for that , but not for their food .	NULL	food quality	positive	food quality positive	yes	0	0
646	I would recommend Roxy 's for that , but not for their food .	NULL	food quality	negative	food quality negative	no	0	0
646	I would recommend Roxy 's for that , but not for their food .	NULL	food quality	neutral	food quality neutral	no	0	0
653	This place is really trendi but they have forgotten about the most important part of a restaurant , the food .	food	food quality	positive	food quality positive	no	0	0
653	This place is really trendi but they have forgotten about the most important part of a restaurant , the food .	food	food quality	negative	food quality negative	yes	20	21
653	This place is really trendi but they have forgotten about the most important part of a restaurant , the food .	food	food quality	neutral	food quality neutral	no	0	0
653	This place is really trendi but they have forgotten about the most important part of a restaurant , the food .	place	ambience general	positive	ambience general positive	yes	2	3
653	This place is really trendi but they have forgotten about the most important part of a restaurant , the food .	place	ambience general	negative	ambience general negative	no	0	0
653	This place is really trendi but they have forgotten about the most important part of a restaurant , the food .	place	ambience general	neutral	ambience general neutral	no	0	0
661	I will definetly be going back .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
661	I will definetly be going back .	NULL	restaurant general	negative	restaurant general negative	no	0	0
