,sentence_id,sentence,target,category,polarity,category_polarity,entailed,start,end
56,154,Ein Schnitzel glich dem anderen - leider nur TK-Ware ohne Liebe frittiert .,Schnitzel,food,neutral,food neutral,no,0,0
57,162,Allein der Rotwein war nichts Besonderes .,Rotwein,food,positive,food positive,no,0,0
58,162,Allein der Rotwein war nichts Besonderes .,Rotwein,food,negative,food negative,no,0,0
59,162,Allein der Rotwein war nichts Besonderes .,Rotwein,food,neutral,food neutral,yes,11,17
60,178,"Und unschön , dass das den Ober überhaupt nicht interessiert hat 👎",Ober,service,positive,service positive,no,0,0
61,178,"Und unschön , dass das den Ober überhaupt nicht interessiert hat 👎",Ober,service,negative,service negative,yes,27,30
62,178,"Und unschön , dass das den Ober überhaupt nicht interessiert hat 👎",Ober,service,neutral,service neutral,no,0,0
63,180,Das Essen kommt im Minutentakt und ist gerade noch mittelmäßig .,Essen,food,positive,food positive,no,0,0
64,180,Das Essen kommt im Minutentakt und ist gerade noch mittelmäßig .,Essen,food,negative,food negative,no,0,0
65,180,Das Essen kommt im Minutentakt und ist gerade noch mittelmäßig .,Essen,food,neutral,food neutral,yes,4,8
66,185,LOC durchschnittlich .,LOC,general-impression,positive,general-impression positive,no,0,0
67,185,LOC durchschnittlich .,LOC,general-impression,negative,general-impression negative,no,0,0
68,185,LOC durchschnittlich .,LOC,general-impression,neutral,general-impression neutral,yes,0,2
69,195,"Gute Lage , angenehme Bedienung , gutes Essen .",Lage,ambience,positive,ambience positive,yes,5,8
70,195,"Gute Lage , angenehme Bedienung , gutes Essen .",Lage,ambience,negative,ambience negative,no,0,0
71,195,"Gute Lage , angenehme Bedienung , gutes Essen .",Lage,ambience,neutral,ambience neutral,no,0,0
72,195,"Gute Lage , angenehme Bedienung , gutes Essen .",Bedienung,service,positive,service positive,yes,22,30
73,195,"Gute Lage , angenehme Bedienung , gutes Essen .",Bedienung,service,negative,service negative,no,0,0
74,195,"Gute Lage , angenehme Bedienung , gutes Essen .",Bedienung,service,neutral,service neutral,no,0,0
75,195,"Gute Lage , angenehme Bedienung , gutes Essen .",Essen,food,positive,food positive,yes,40,44
76,195,"Gute Lage , angenehme Bedienung , gutes Essen .",Essen,food,negative,food negative,no,0,0
77,195,"Gute Lage , angenehme Bedienung , gutes Essen .",Essen,food,neutral,food neutral,no,0,0
78,208,Ein stolzer Preis sollte sich mit einem Stolzen Essen decken !,Preis,price,positive,price positive,no,0,0
79,208,Ein stolzer Preis sollte sich mit einem Stolzen Essen decken !,Preis,price,negative,price negative,yes,12,16
80,208,Ein stolzer Preis sollte sich mit einem Stolzen Essen decken !,Preis,price,neutral,price neutral,no,0,0
81,208,Ein stolzer Preis sollte sich mit einem Stolzen Essen decken !,Essen,food,positive,food positive,yes,48,52
82,208,Ein stolzer Preis sollte sich mit einem Stolzen Essen decken !,Essen,food,negative,food negative,no,0,0
83,208,Ein stolzer Preis sollte sich mit einem Stolzen Essen decken !,Essen,food,neutral,food neutral,no,0,0
84,210,Optisch ein sehr schönes Lokal .,Lokal,ambience,positive,ambience positive,yes,25,29
85,210,Optisch ein sehr schönes Lokal .,Lokal,ambience,negative,ambience negative,no,0,0
86,210,Optisch ein sehr schönes Lokal .,Lokal,ambience,neutral,ambience neutral,no,0,0
87,213,Leider war der Schweinebraten zum Teil sehr trocken und ungenießbar .,Schweinebraten,food,positive,food positive,no,0,0
88,213,Leider war der Schweinebraten zum Teil sehr trocken und ungenießbar .,Schweinebraten,food,negative,food negative,yes,15,28
89,213,Leider war der Schweinebraten zum Teil sehr trocken und ungenießbar .,Schweinebraten,food,neutral,food neutral,no,0,0
90,243,"Riesen Laden , Bier und Essen schmecken , Service auch nicht schlecht .",Bier,food,positive,food positive,yes,15,18
91,243,"Riesen Laden , Bier und Essen schmecken , Service auch nicht schlecht .",Bier,food,negative,food negative,no,0,0
92,243,"Riesen Laden , Bier und Essen schmecken , Service auch nicht schlecht .",Bier,food,neutral,food neutral,no,0,0
93,243,"Riesen Laden , Bier und Essen schmecken , Service auch nicht schlecht .",Essen,food,positive,food positive,yes,24,28
94,243,"Riesen Laden , Bier und Essen schmecken , Service auch nicht schlecht .",Essen,food,negative,food negative,no,0,0
95,243,"Riesen Laden , Bier und Essen schmecken , Service auch nicht schlecht .",Essen,food,neutral,food neutral,no,0,0
96,243,"Riesen Laden , Bier und Essen schmecken , Service auch nicht schlecht .",Service,service,positive,service positive,no,0,0
97,243,"Riesen Laden , Bier und Essen schmecken , Service auch nicht schlecht .",Service,service,negative,service negative,no,0,0
98,243,"Riesen Laden , Bier und Essen schmecken , Service auch nicht schlecht .",Service,service,neutral,service neutral,yes,42,48
99,247,Ich habe den Salat reklamiert und nach anfänglicher unverschämter Aussage des Bedienungspersonals bekam ich einen neuen Salat .,Bedienungspersonals,service,positive,service positive,no,0,0
100,247,Ich habe den Salat reklamiert und nach anfänglicher unverschämter Aussage des Bedienungspersonals bekam ich einen neuen Salat .,Bedienungspersonals,service,negative,service negative,yes,78,96
101,247,Ich habe den Salat reklamiert und nach anfänglicher unverschämter Aussage des Bedienungspersonals bekam ich einen neuen Salat .,Bedienungspersonals,service,neutral,service neutral,no,0,0
102,254,Ein sehr schönes Lokal mit ansprechendem Ambiente .,Lokal,ambience,positive,ambience positive,yes,17,21
103,254,Ein sehr schönes Lokal mit ansprechendem Ambiente .,Lokal,ambience,negative,ambience negative,no,0,0
104,254,Ein sehr schönes Lokal mit ansprechendem Ambiente .,Lokal,ambience,neutral,ambience neutral,no,0,0
105,254,Ein sehr schönes Lokal mit ansprechendem Ambiente .,Ambiente,ambience,positive,ambience positive,yes,41,48
106,254,Ein sehr schönes Lokal mit ansprechendem Ambiente .,Ambiente,ambience,negative,ambience negative,no,0,0
107,254,Ein sehr schönes Lokal mit ansprechendem Ambiente .,Ambiente,ambience,neutral,ambience neutral,no,0,0
108,259,"also nicht mal 2 Punkte , Bedienung war freundlich . . . . . aber seit 2 Tagen Magen-Darm Verstimmung . . . . teuer und schlecht",Bedienung,service,positive,service positive,yes,26,34
109,259,"also nicht mal 2 Punkte , Bedienung war freundlich . . . . . aber seit 2 Tagen Magen-Darm Verstimmung . . . . teuer und schlecht",Bedienung,service,negative,service negative,no,0,0
110,259,"also nicht mal 2 Punkte , Bedienung war freundlich . . . . . aber seit 2 Tagen Magen-Darm Verstimmung . . . . teuer und schlecht",Bedienung,service,neutral,service neutral,no,0,0
111,278,Ein sehr nettes Lokal im LOC von LOC .,Lokal,general-impression,positive,general-impression positive,yes,16,20
112,278,Ein sehr nettes Lokal im LOC von LOC .,Lokal,general-impression,negative,general-impression negative,no,0,0
113,278,Ein sehr nettes Lokal im LOC von LOC .,Lokal,general-impression,neutral,general-impression neutral,no,0,0
114,291,"Dafür eine schmierige Sauce , die ungenießbar war und angeblich die fehlenden Zutaten ersetzen soll .",Sauce,food,positive,food positive,no,0,0
115,291,"Dafür eine schmierige Sauce , die ungenießbar war und angeblich die fehlenden Zutaten ersetzen soll .",Sauce,food,negative,food negative,yes,22,26
116,291,"Dafür eine schmierige Sauce , die ungenießbar war und angeblich die fehlenden Zutaten ersetzen soll .",Sauce,food,neutral,food neutral,no,0,0
117,296,"Dieses Restaurant bietet eine köstliche Auswahl an klassischen Gerichten , von denen jedes vor Geschmack strotzt .",Gerichten,food,positive,food positive,yes,63,71
118,296,"Dieses Restaurant bietet eine köstliche Auswahl an klassischen Gerichten , von denen jedes vor Geschmack strotzt .",Gerichten,food,negative,food negative,no,0,0
119,296,"Dieses Restaurant bietet eine köstliche Auswahl an klassischen Gerichten , von denen jedes vor Geschmack strotzt .",Gerichten,food,neutral,food neutral,no,0,0
120,304,Brandy rundeten diesen einmaligen Abend ab .,Brandy,food,positive,food positive,yes,0,5
121,304,Brandy rundeten diesen einmaligen Abend ab .,Brandy,food,negative,food negative,no,0,0
122,304,Brandy rundeten diesen einmaligen Abend ab .,Brandy,food,neutral,food neutral,no,0,0
123,318,"Die Tapas waren grandios , die Mitarbeiter/innen waren sehr aufmerksam . . wir kommen bald wieder …",Tapas,food,positive,food positive,yes,4,8
124,318,"Die Tapas waren grandios , die Mitarbeiter/innen waren sehr aufmerksam . . wir kommen bald wieder …",Tapas,food,negative,food negative,no,0,0
125,318,"Die Tapas waren grandios , die Mitarbeiter/innen waren sehr aufmerksam . . wir kommen bald wieder …",Tapas,food,neutral,food neutral,no,0,0
126,318,"Die Tapas waren grandios , die Mitarbeiter/innen waren sehr aufmerksam . . wir kommen bald wieder …",Mitarbeiter/innen,service,positive,service positive,yes,31,47
127,318,"Die Tapas waren grandios , die Mitarbeiter/innen waren sehr aufmerksam . . wir kommen bald wieder …",Mitarbeiter/innen,service,negative,service negative,no,0,0
128,318,"Die Tapas waren grandios , die Mitarbeiter/innen waren sehr aufmerksam . . wir kommen bald wieder …",Mitarbeiter/innen,service,neutral,service neutral,no,0,0
129,324,Leider war der Hauptgang Rinderfilet so zäh und durchwachsen dass dies den guten Gesamteindruck nachhaltig beschädigt hat .,Rinderfilet,food,positive,food positive,no,0,0
130,324,Leider war der Hauptgang Rinderfilet so zäh und durchwachsen dass dies den guten Gesamteindruck nachhaltig beschädigt hat .,Rinderfilet,food,negative,food negative,yes,25,35
131,324,Leider war der Hauptgang Rinderfilet so zäh und durchwachsen dass dies den guten Gesamteindruck nachhaltig beschädigt hat .,Rinderfilet,food,neutral,food neutral,no,0,0
132,330,Toiletten über Treppe oder Aufzug erreichbar und sauber .,Toiletten,ambience,positive,ambience positive,yes,0,8
133,330,Toiletten über Treppe oder Aufzug erreichbar und sauber .,Toiletten,ambience,negative,ambience negative,no,0,0
134,330,Toiletten über Treppe oder Aufzug erreichbar und sauber .,Toiletten,ambience,neutral,ambience neutral,no,0,0
135,332,Heute war ich mit meiner Familie hier und wir hatten ein super Essenserlebnis .,Essenserlebnis,food,positive,food positive,yes,63,76
136,332,Heute war ich mit meiner Familie hier und wir hatten ein super Essenserlebnis .,Essenserlebnis,food,negative,food negative,no,0,0
137,332,Heute war ich mit meiner Familie hier und wir hatten ein super Essenserlebnis .,Essenserlebnis,food,neutral,food neutral,no,0,0
138,336,"Besonders hervorzuheben , war der Kellner Jacques .",Jacques,service,positive,service positive,yes,42,48
139,336,"Besonders hervorzuheben , war der Kellner Jacques .",Jacques,service,negative,service negative,no,0,0
140,336,"Besonders hervorzuheben , war der Kellner Jacques .",Jacques,service,neutral,service neutral,no,0,0
141,339,Das Essen ist solide mit einem ordentlichen Preis-Leistungsverhältnis .,Essen,food,positive,food positive,yes,4,8
142,339,Das Essen ist solide mit einem ordentlichen Preis-Leistungsverhältnis .,Essen,food,negative,food negative,no,0,0
143,339,Das Essen ist solide mit einem ordentlichen Preis-Leistungsverhältnis .,Essen,food,neutral,food neutral,no,0,0
144,339,Das Essen ist solide mit einem ordentlichen Preis-Leistungsverhältnis .,Preis-Leistungsverhältnis,price,positive,price positive,yes,44,68
145,339,Das Essen ist solide mit einem ordentlichen Preis-Leistungsverhältnis .,Preis-Leistungsverhältnis,price,negative,price negative,no,0,0
146,339,Das Essen ist solide mit einem ordentlichen Preis-Leistungsverhältnis .,Preis-Leistungsverhältnis,price,neutral,price neutral,no,0,0
147,355,"Der Kellner war bemüht Scherze zu machen und freundlich zu sein , aber alles in einem war es kein schönes Abendessen .",Kellner,service,positive,service positive,yes,4,10
148,355,"Der Kellner war bemüht Scherze zu machen und freundlich zu sein , aber alles in einem war es kein schönes Abendessen .",Kellner,service,negative,service negative,no,0,0
149,355,"Der Kellner war bemüht Scherze zu machen und freundlich zu sein , aber alles in einem war es kein schönes Abendessen .",Kellner,service,neutral,service neutral,no,0,0
150,355,"Der Kellner war bemüht Scherze zu machen und freundlich zu sein , aber alles in einem war es kein schönes Abendessen .",Abendessen,food,positive,food positive,yes,106,115
151,355,"Der Kellner war bemüht Scherze zu machen und freundlich zu sein , aber alles in einem war es kein schönes Abendessen .",Abendessen,food,negative,food negative,no,0,0
152,355,"Der Kellner war bemüht Scherze zu machen und freundlich zu sein , aber alles in einem war es kein schönes Abendessen .",Abendessen,food,neutral,food neutral,no,0,0
153,359,"Ich kann das LOC nur empfehlen , wenn Sie die beste Bratwurst in der LOC genießen möchten !",Bratwurst,food,positive,food positive,yes,52,60
154,359,"Ich kann das LOC nur empfehlen , wenn Sie die beste Bratwurst in der LOC genießen möchten !",Bratwurst,food,negative,food negative,no,0,0
155,359,"Ich kann das LOC nur empfehlen , wenn Sie die beste Bratwurst in der LOC genießen möchten !",Bratwurst,food,neutral,food neutral,no,0,0
156,379,"Sehr gute Scampi , aber eben nur die .",Scampi,food,positive,food positive,yes,10,15
157,379,"Sehr gute Scampi , aber eben nur die .",Scampi,food,negative,food negative,no,0,0
158,379,"Sehr gute Scampi , aber eben nur die .",Scampi,food,neutral,food neutral,no,0,0
159,381,Allerdings waren die Bedienungen sehr aufmerksam .,Bedienungen,service,positive,service positive,yes,21,31
160,381,Allerdings waren die Bedienungen sehr aufmerksam .,Bedienungen,service,negative,service negative,no,0,0
161,381,Allerdings waren die Bedienungen sehr aufmerksam .,Bedienungen,service,neutral,service neutral,no,0,0
162,392,Besonders das Lachsfilet war sehr lecker .,Lachsfilet,food,positive,food positive,yes,14,23
163,392,Besonders das Lachsfilet war sehr lecker .,Lachsfilet,food,negative,food negative,no,0,0
164,392,Besonders das Lachsfilet war sehr lecker .,Lachsfilet,food,neutral,food neutral,no,0,0
165,419,Insgesamt war es sehr laut in dem Lokal .,Lokal,ambience,positive,ambience positive,no,0,0
166,419,Insgesamt war es sehr laut in dem Lokal .,Lokal,ambience,negative,ambience negative,yes,34,38
167,419,Insgesamt war es sehr laut in dem Lokal .,Lokal,ambience,neutral,ambience neutral,no,0,0
168,424,Das Bier von Über Quell war auch sehr angenehm im Geschmak .,Bier von Über Quell,food,positive,food positive,yes,4,22
169,424,Das Bier von Über Quell war auch sehr angenehm im Geschmak .,Bier von Über Quell,food,negative,food negative,no,0,0
170,424,Das Bier von Über Quell war auch sehr angenehm im Geschmak .,Bier von Über Quell,food,neutral,food neutral,no,0,0
171,435,"Aber : bleibt weg von den Bratkartoffeln , die sind wabbelig und fad , null Kartoffelgeschmack , und trotz Versicherung der sehr netten und bemühten Bedienung sind wir sicher , daß es LOC ist .",Bratkartoffeln,food,positive,food positive,no,0,0
172,435,"Aber : bleibt weg von den Bratkartoffeln , die sind wabbelig und fad , null Kartoffelgeschmack , und trotz Versicherung der sehr netten und bemühten Bedienung sind wir sicher , daß es LOC ist .",Bratkartoffeln,food,negative,food negative,yes,26,39
173,435,"Aber : bleibt weg von den Bratkartoffeln , die sind wabbelig und fad , null Kartoffelgeschmack , und trotz Versicherung der sehr netten und bemühten Bedienung sind wir sicher , daß es LOC ist .",Bratkartoffeln,food,neutral,food neutral,no,0,0
174,435,"Aber : bleibt weg von den Bratkartoffeln , die sind wabbelig und fad , null Kartoffelgeschmack , und trotz Versicherung der sehr netten und bemühten Bedienung sind wir sicher , daß es LOC ist .",Bedienung,service,positive,service positive,yes,149,157
175,435,"Aber : bleibt weg von den Bratkartoffeln , die sind wabbelig und fad , null Kartoffelgeschmack , und trotz Versicherung der sehr netten und bemühten Bedienung sind wir sicher , daß es LOC ist .",Bedienung,service,negative,service negative,no,0,0
176,435,"Aber : bleibt weg von den Bratkartoffeln , die sind wabbelig und fad , null Kartoffelgeschmack , und trotz Versicherung der sehr netten und bemühten Bedienung sind wir sicher , daß es LOC ist .",Bedienung,service,neutral,service neutral,no,0,0
177,479,Die Räumlichkeit ist sehr schön .,Räumlichkeit,ambience,positive,ambience positive,yes,4,15
178,479,Die Räumlichkeit ist sehr schön .,Räumlichkeit,ambience,negative,ambience negative,no,0,0
179,479,Die Räumlichkeit ist sehr schön .,Räumlichkeit,ambience,neutral,ambience neutral,no,0,0
180,504,Das Essen - Haxe wir Kaiserschmarrn - war ein kompletter Reinfall .,Essen,food,positive,food positive,no,0,0
181,504,Das Essen - Haxe wir Kaiserschmarrn - war ein kompletter Reinfall .,Essen,food,negative,food negative,yes,4,8
182,504,Das Essen - Haxe wir Kaiserschmarrn - war ein kompletter Reinfall .,Essen,food,neutral,food neutral,no,0,0
183,504,Das Essen - Haxe wir Kaiserschmarrn - war ein kompletter Reinfall .,Kaiserschmarrn,food,positive,food positive,no,0,0
184,504,Das Essen - Haxe wir Kaiserschmarrn - war ein kompletter Reinfall .,Kaiserschmarrn,food,negative,food negative,yes,21,34
185,504,Das Essen - Haxe wir Kaiserschmarrn - war ein kompletter Reinfall .,Kaiserschmarrn,food,neutral,food neutral,no,0,0
186,504,Das Essen - Haxe wir Kaiserschmarrn - war ein kompletter Reinfall .,Haxe,food,positive,food positive,no,0,0
187,504,Das Essen - Haxe wir Kaiserschmarrn - war ein kompletter Reinfall .,Haxe,food,negative,food negative,yes,12,15
188,504,Das Essen - Haxe wir Kaiserschmarrn - war ein kompletter Reinfall .,Haxe,food,neutral,food neutral,no,0,0
189,505,"""RESTAURANT_NAME Teller"" Schnitzel trocken , Salat welk .",Salat,food,positive,food positive,no,0,0
190,505,"""RESTAURANT_NAME Teller"" Schnitzel trocken , Salat welk .",Salat,food,negative,food negative,yes,45,49
191,505,"""RESTAURANT_NAME Teller"" Schnitzel trocken , Salat welk .",Salat,food,neutral,food neutral,no,0,0
192,505,"""RESTAURANT_NAME Teller"" Schnitzel trocken , Salat welk .",RESTAURANT_NAME Teller Schnitzel,food,positive,food positive,no,0,0
193,505,"""RESTAURANT_NAME Teller"" Schnitzel trocken , Salat welk .",RESTAURANT_NAME Teller Schnitzel,food,negative,food negative,yes,0,0
194,505,"""RESTAURANT_NAME Teller"" Schnitzel trocken , Salat welk .",RESTAURANT_NAME Teller Schnitzel,food,neutral,food neutral,no,0,0
195,518,Das Personal ist sehr sehr nett und zuvorkommend .,Personal,service,positive,service positive,yes,4,11
196,518,Das Personal ist sehr sehr nett und zuvorkommend .,Personal,service,negative,service negative,no,0,0
197,518,Das Personal ist sehr sehr nett und zuvorkommend .,Personal,service,neutral,service neutral,no,0,0
198,521,Das Essen schmeckt sehr gut und die Bedienung ist sehr hilfsbereit .,Essen,food,positive,food positive,yes,4,8
199,521,Das Essen schmeckt sehr gut und die Bedienung ist sehr hilfsbereit .,Essen,food,negative,food negative,no,0,0
200,521,Das Essen schmeckt sehr gut und die Bedienung ist sehr hilfsbereit .,Essen,food,neutral,food neutral,no,0,0
201,521,Das Essen schmeckt sehr gut und die Bedienung ist sehr hilfsbereit .,Bedienung,service,positive,service positive,yes,36,44
202,521,Das Essen schmeckt sehr gut und die Bedienung ist sehr hilfsbereit .,Bedienung,service,negative,service negative,no,0,0
203,521,Das Essen schmeckt sehr gut und die Bedienung ist sehr hilfsbereit .,Bedienung,service,neutral,service neutral,no,0,0
204,523,Service viel schlechter geworden .,Service,service,positive,service positive,no,0,0
205,523,Service viel schlechter geworden .,Service,service,negative,service negative,yes,0,6
206,523,Service viel schlechter geworden .,Service,service,neutral,service neutral,no,0,0
207,528,"Sehr nette Bedienung , leckeres und optisch gut präsentierte Speisen .",Bedienung,service,positive,service positive,yes,11,19
208,528,"Sehr nette Bedienung , leckeres und optisch gut präsentierte Speisen .",Bedienung,service,negative,service negative,no,0,0
209,528,"Sehr nette Bedienung , leckeres und optisch gut präsentierte Speisen .",Bedienung,service,neutral,service neutral,no,0,0
210,528,"Sehr nette Bedienung , leckeres und optisch gut präsentierte Speisen .",Speisen,food,positive,food positive,yes,61,67
211,528,"Sehr nette Bedienung , leckeres und optisch gut präsentierte Speisen .",Speisen,food,negative,food negative,no,0,0
212,528,"Sehr nette Bedienung , leckeres und optisch gut präsentierte Speisen .",Speisen,food,neutral,food neutral,no,0,0
213,536,Kompliment an das Team in der Küche .,Team in der Küche,service,positive,service positive,yes,18,34
214,536,Kompliment an das Team in der Küche .,Team in der Küche,service,negative,service negative,no,0,0
215,536,Kompliment an das Team in der Küche .,Team in der Küche,service,neutral,service neutral,no,0,0
216,539,Sehr unfreundlich inkl des Chefs .,Chefs,service,positive,service positive,no,0,0
217,539,Sehr unfreundlich inkl des Chefs .,Chefs,service,negative,service negative,yes,27,31
218,539,Sehr unfreundlich inkl des Chefs .,Chefs,service,neutral,service neutral,no,0,0
219,553,"Manche neue Deko-Idee oder Kombinationen müssten gar nicht sein , wie ich finde .",Deko,ambience,positive,ambience positive,no,0,0
220,553,"Manche neue Deko-Idee oder Kombinationen müssten gar nicht sein , wie ich finde .",Deko,ambience,negative,ambience negative,yes,12,15
221,553,"Manche neue Deko-Idee oder Kombinationen müssten gar nicht sein , wie ich finde .",Deko,ambience,neutral,ambience neutral,no,0,0
222,560,Hausgemachte Pommes sehr gut .,Pommes,food,positive,food positive,yes,13,18
223,560,Hausgemachte Pommes sehr gut .,Pommes,food,negative,food negative,no,0,0
