id,raw_text,aspectTerms
219,"Da es vermutlich wegen der Buchmesse viel zu laut war, konnte keine vernünftige Unterhaltung stattfinden.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
227,"Liebes Team der Steak Manufaktur,vielen Dank für den schönen Abend bei Euch, den herzlichen Empfang, den tollen und zuvorkommenden Service und das sehr schmackhafte Essen von hoher Qualität, toller Zubereitung und klasse Timing.","[{'term': 'Empfang', 'polarity': 'positive'}, {'term': 'Service', 'polarity': 'positive'}, {'term': 'Essen', 'polarity': 'positive'}, {'term': 'Zubereitung', 'polarity': 'positive'}, {'term': 'Timing', 'polarity': 'positive'}, {'term': 'noaspectterm', 'polarity': 'positive'}]"
231,Ein Schnitzel glich dem anderen - leider nur TK-Ware ohne Liebe frittiert.,"[{'term': 'Schnitzel', 'polarity': 'negative'}]"
243,Preis / Leistung top!,"[{'term': 'Preis / Leistung', 'polarity': 'positive'}]"
249,"Vor Ort ist der Laden schon teurer als der Rest, dafür aber nicht so viel Besser.","[{'term': 'Laden', 'polarity': 'negative'}]"
252,"Sehr nettes Personal und Verständnis, wenn man länger sitzen bleibt.","[{'term': 'Personal', 'polarity': 'positive'}]"
254,Personal nahm sich der Kritik nicht an.,"[{'term': 'Personal', 'polarity': 'negative'}]"
261,Schon nett!!,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
262,Ich würde das Lokal wieder empfehlen.,"[{'term': 'Lokal', 'polarity': 'positive'}]"
264,"Da auch der Preis weiterhin absolut fair und angemessen ist, können wir das RESTAURANT_NAME absolut empfehlen.","[{'term': 'Preis', 'polarity': 'positive'}, {'term': 'RESTAURANT_NAME', 'polarity': 'positive'}]"
276,Die Beilagen hingegen waren super.,"[{'term': 'Beilagen', 'polarity': 'positive'}]"
283,Gern wieder :),"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
286,Gerne wieder!,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
287,"Bleibt nur eine Frage: Sind wir Ihnen als Gast sowenig wert, dass Sie uns so etwas vorsetzen?","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
289,"Gute Lage, angenehme Bedienung, gutes Essen.","[{'term': 'Lage', 'polarity': 'positive'}, {'term': 'Bedienung', 'polarity': 'positive'}, {'term': 'Essen', 'polarity': 'positive'}]"
311,Der Leberkäse hingegen sehr gut.,"[{'term': 'Leberkäse', 'polarity': 'positive'}]"
315,"Auch wenn mich ein Restaurant schonmal enttäuscht hat, gebe ich gerne eine zweite Chance.","[{'term': 'Restaurant', 'polarity': 'negative'}]"
316,Wir haben uns mit 3 Generationen (Alter: 11 - 93) zu sechst sehr wohl gefühlt und kommen gern jederzeit wieder!,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
321,Wir haben 5 Gänge Summer Breeze gewählt und wurden begeistert.,"[{'term': '5 Gänge Summer Breeze', 'polarity': 'positive'}]"
331,Sehr gutes LOC.,"[{'term': 'LOC', 'polarity': 'positive'}]"
346,"Aber als Vegetarierer gab es keinerlei Auswahl, wir mussten von der LOC zwei Gänge bestellen, wobei es bei jedem Gang nur eine Möglichkeit gab, beim Hauptgericht bestand diese aus einer Selleriescheibe, was auch nicht jedermanns Sache ist.","[{'term': 'Auswahl', 'polarity': 'negative'}, {'term': 'Selleriescheibe', 'polarity': 'negative'}]"
354,"Ente war aus, gesagt hat man es einem bei der Bestellung (wieso nicht schon beim Austeilen der Karte, das erspart viel LOC das Essen kam, ich hatte eine Haxe.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
360,"Zu Beginn mussten wir lange warten, um überhaupt bedient zu werden.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
361,Gern in Zukunft wieder !,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
376,Der Keller hat uns durch seine Art den Abend versaut und unsere Tradition endet somit und wir suchen ein neues Lokal.,"[{'term': 'Keller', 'polarity': 'negative'}]"
387,"Ein gemütliches Restaurant, die Aussenbestuhlung befindet sich vor dem Lokal, der bestellte Rosewein wurde hervorragend im Weinkühler serviert und unsere Fischgerichte waren sehr lecker!","[{'term': 'Restaurant', 'polarity': 'positive'}, {'term': 'Rosewein', 'polarity': 'positive'}, {'term': 'Fischgerichte', 'polarity': 'positive'}]"
399,Service absolut unterirdisch.,"[{'term': 'Service', 'polarity': 'negative'}]"
401,"Einziger Lichtblick und auch der Grund warum ich es nicht mit „mangelhaft“ bewerte, war der sehr freundliche Kellner.","[{'term': 'noaspectterm', 'polarity': 'negative'}, {'term': 'Kellner', 'polarity': 'positive'}]"
402,"Man hat ihn angemerkt, dass er seinen Job gern macht.","[{'term': 'noaspectterm', 'polarity': 'positive'}]"
403,Gute Umgebung immer voll.,"[{'term': 'Umgebung', 'polarity': 'positive'}]"
404,Ein sehr nettes Lokal im LOC von LOC.,"[{'term': 'Lokal', 'polarity': 'positive'}]"
425,Das Restaurant ist LOC und die Atmosphäre gleicht eher fast food als vera cucina italiana!,"[{'term': 'Atmosphäre', 'polarity': 'negative'}]"
426,"Dieses Restaurant bietet eine köstliche Auswahl an klassischen Gerichten, von denen jedes vor Geschmack strotzt.","[{'term': 'Gerichten', 'polarity': 'positive'}]"
432,Die hohen Bewertungen die man hier liest kann ich nicht nachvollziehen.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
438,in Summe war es ein gutes und leckeres Gericht.,"[{'term': 'Gericht', 'polarity': 'positive'}]"
442,"Ich musste meine erste Portion Spannferkel zurück schicken, es war ein grosses Stück Fett.","[{'term': 'Spannferkel', 'polarity': 'negative'}]"
444,Für einen ruhigen Abend mit wohlfühlcharakter ist man hier definitiv falsch.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
449,Die Getränke kamen prompt und das Essen war auch nach einer angemessenen Zeit fertig.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
450,Das Esser wurde sehr schnell zubereitet und war schnell da.,"[{'term': 'Esser', 'polarity': 'positive'}, {'term': 'noaspectterm', 'polarity': 'positive'}]"
453,Sehr angenehme Ambiance im LOC.,"[{'term': 'Ambiance', 'polarity': 'positive'}]"
454,Das Frühstück ist sehr schmackhaft und vielfältig.,"[{'term': 'Frühstück', 'polarity': 'positive'}]"
462,Unsere Bedienung an dem Abend war super und fix.,"[{'term': 'Bedienung', 'polarity': 'positive'}]"
471,Wir werden also schon erwartet und sofort kümmert sich der Service um unser Wohl.,"[{'term': 'Service', 'polarity': 'positive'}]"
472,Nie wieder...,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
474,Toiletten über Treppe oder Aufzug erreichbar und sauber.,"[{'term': 'Toiletten', 'polarity': 'positive'}]"
491,Das Essen war sehr sehr lecker und kam zügig.,"[{'term': 'Essen', 'polarity': 'positive'}, {'term': 'noaspectterm', 'polarity': 'positive'}]"
493,Ein Punkt Abzug für das lange Warten.,"[{'term': 'Warten', 'polarity': 'negative'}]"
506,"Aber es gab zu viele ""aber"" man ist freundlich, hat sich hier aber doch sehr vom Ruf des Fernsehkochs abhängig gemacht.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
509,Der Blick in die Speisekarte war der erste Schock mit der überteuerten Thaisuppe (ich glaube es waren 18€) und für das Dessert waren noch einmal 18 Euro angeschrieben.,"[{'term': 'Speisekarte', 'polarity': 'negative'}, {'term': 'Thaisuppe', 'polarity': 'negative'}, {'term': 'Dessert', 'polarity': 'negative'}]"
518,Der Auslieferungsfahrer war sehr nett und hat sich entschuldigt.,"[{'term': 'Auslieferungsfahrer', 'polarity': 'positive'}]"
523,Geschmack fad.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
526,Darüberhinaus enthielt das verwendete Fleisch ungenießbare Anteile.,"[{'term': 'Fleisch', 'polarity': 'negative'}]"
531,"Dann, keine 10 Minuten später, bekam ich ein neues Steak, das auf den Punkt zubereitet war.","[{'term': 'Steak', 'polarity': 'positive'}]"
537,Wir werden nicht mehr hierher kommen.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
539,Der Service ist schnell und freundlich.,"[{'term': 'Service', 'polarity': 'positive'}]"
542,Unmögliches Raumklima innerhalb.,"[{'term': 'Raumklima', 'polarity': 'negative'}]"
544,"Es war viel zu laut, wie im Club.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
548,Service war freundlich und zügig.,"[{'term': 'Service', 'polarity': 'positive'}]"
572,Umso größer dann die Enttäuschung !,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
583,Nicht überfüllt mittags.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
586,"Positiv zu vermerken ist die einzigartige Lage, das traditionelle Ambiente und der freundliche Service.","[{'term': 'Lage', 'polarity': 'positive'}, {'term': 'Ambiente', 'polarity': 'positive'}, {'term': 'Service', 'polarity': 'positive'}]"
596,Bedienung sehr zuvorkommend,"[{'term': 'Bedienung', 'polarity': 'positive'}]"
599,Sehr nette und zuvorkommende Bedienung.,"[{'term': 'Bedienung', 'polarity': 'positive'}]"
603,"Das allerbeste, obwohl wir recht kurzfristig reservierten und das Lokal ausgebucht war, fand der Wirt noch ein Plätzchen für uns.","[{'term': 'Wirt', 'polarity': 'positive'}]"
606,Mit den LOC kann man Fenster einschmeißen - jeder Bahnhof serviert bessere…Einzig und alleine die Maß war lecker.,"[{'term': 'Maß', 'polarity': 'positive'}, {'term': 'LOC', 'polarity': 'negative'}]"
615,"Das Essen war in Ordnung, die Portionen groß und der Service nett.","[{'term': 'Essen', 'polarity': 'neutral'}, {'term': 'Service', 'polarity': 'positive'}]"
618,"Nicht kulant, knauserig, überheblich.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
622,Definitiv überteuert und in dem Rahmen kein Besuch wert.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
623,"Gutes Essen, freundliche Bedienung, allerdings wurde wieder bei der Abrechnung geschummelt.","[{'term': 'Essen', 'polarity': 'positive'}, {'term': 'Bedienung', 'polarity': 'positive'}, {'term': 'Abrechnung', 'polarity': 'negative'}]"
631,"Jeder Restauranttester schlägt wahrscheinlich die Hände über dem Kopf zusammen, sollte er jemals so ein Essen serviert bekomnen","[{'term': 'Essen', 'polarity': 'negative'}]"
636,"Das war ein Volltreffer, ich kann mich nicht daran erinnern jemals so eine gute Pasta gegessen zu haben.","[{'term': 'Pasta', 'polarity': 'positive'}]"
641,"Anfang Dezember, trotz Weihnachtsmarkt noch spontan einen Platz für zwei bekommen, nach sehr kurzer Wartezeit.","[{'term': 'Wartezeit', 'polarity': 'positive'}]"
658,"Leider sind die Toiletten sehr unsauber, nicht gepflegt mit starker Geruchsbildung der einem auf dem Weg dorthin schon entgegen schlägt.","[{'term': 'Toiletten', 'polarity': 'negative'}]"
671,Aufgrund des LOC war leider das Essen auch nur mittelmäßig.,"[{'term': 'Essen', 'polarity': 'neutral'}]"
679,"Hier gab es bayrische Küche, sehr schön und wohl schmeckend auf dem Teller , z.Bs.","[{'term': 'noaspectterm', 'polarity': 'positive'}]"
703,"Schönes Ambiente, freundliches und kompetentes Personal, kreative Speisekarte, leckeres Essen.","[{'term': 'Ambiente', 'polarity': 'positive'}, {'term': 'Personal', 'polarity': 'positive'}, {'term': 'Speisekarte', 'polarity': 'positive'}, {'term': 'Essen', 'polarity': 'positive'}]"
705,"Mir war's persönlich zu laut in dem Laden, daher ein Punkt Abzug.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
708,Mein Fleisch war schon fast wieder kalt.,"[{'term': 'Fleisch', 'polarity': 'negative'}]"
709,Leider wurden wir gar nicht bedient.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
710,Da ist viel Luft nach oben.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
716,"Schade, denn nochmal gehen wir dort nicht hin.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
722,Wir waren zu zweit an einem Montag Abend dort und haben sehr fein gegessen.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
732,"Bedienung freundlich, aber leider war das Essen qualitativ nicht gut.","[{'term': 'Bedienung', 'polarity': 'positive'}, {'term': 'Essen', 'polarity': 'negative'}]"
740,Hatten Freunde aus den USA zu Besuch und nach gelungenen Stadtrundgang war das Abendessen ein sehr schöner Abschluss des Tages.,"[{'term': 'Abendessen', 'polarity': 'positive'}]"
741,"Wir wurden gut bedient, obwohl der Laden sehr voll war und die Kellner kaum zum Verschnaufen kamen.","[{'term': 'noaspectterm', 'polarity': 'positive'}]"
747,Über die Qualität der Gerichte muß man nicht mehr reden: hervorragend!,"[{'term': 'Gerichte', 'polarity': 'positive'}]"
752,"Dazu muss man sagen, dass wenn man einen schönen Abend zu zweit verbringen möchte man durch die engen Räume mir sehr hoher Wahrscheinlichkeit direkt neben anderen sitzt.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
755,Die Kellnerin hat einen genervten Eindruck gemacht.,"[{'term': 'Kellnerin', 'polarity': 'negative'}]"
759,Den Käse zur Pasta verspätet nachgereicht.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
761,Wir freuen uns auf ein Wiedersehen!,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
764,Ich werde das Restaurant nicht mehr aufsuchen und kann es auch nicht empfehlen.,"[{'term': 'Restaurant', 'polarity': 'negative'}]"
767,Immer wieder gerne!,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
773,Da sollte sich das Management vom LOC schämen sowas haben wir nie erlebt.,"[{'term': 'Management', 'polarity': 'negative'}]"
776,Im Sterneküchenbereich eher selten…Eine fabelhafte Beratung vorweg und natürlich das exzellente Essen.,"[{'term': 'Essen', 'polarity': 'positive'}, {'term': 'Beratung', 'polarity': 'positive'}]"
799,Das Servicepersonal ist unfreundlich bis respektlos.,"[{'term': 'Servicepersonal', 'polarity': 'negative'}]"
808,"Die Krönung waren dann die 6,50 Euro für den 0,1 l Rosenkir.","[{'term': 'noaspectterm', 'polarity': 'positive'}]"
809,"Ambiente toll, vielen Dank für den herrlichen Abend","[{'term': 'Ambiente', 'polarity': 'positive'}, {'term': 'noaspectterm', 'polarity': 'positive'}]"
810,Zu dem auch nur lauwarm.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
825,Das Fischereihafenrestaurant hat in LOC einen Ruf wie Donnerhall - meine Frau und ich bekamen jedoch leider nur Sommergewitterchen ab.,"[{'term': 'Fischereihafenrestaurant', 'polarity': 'negative'}, {'term': 'Sommergewitterchen', 'polarity': 'negative'}]"
835,Macht weiter so 👍🏻,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
846,Von Anfang bis Ende ein Erlebnis!,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
848,Ein Besuch lohnt sich auf jeden Fall.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
852,"Da wurde wohl etwas geschludert, als wir mal vorsichtig nachfragten ob es noch lange dauern würde...Personell war der Abend komplett fehlgeplant.","[{'term': 'Personell', 'polarity': 'negative'}]"
861,"Das kleine Teil war dick, nicht platiniert, lauwarm und die Panade klebte naß am Holzteller.","[{'term': 'Panade', 'polarity': 'negative'}, {'term': 'noaspectterm', 'polarity': 'negative'}]"
864,"Tolles Ambiente, schöne Einrichtung.","[{'term': 'Ambiente', 'polarity': 'positive'}, {'term': 'Einrichtung', 'polarity': 'positive'}]"
879,"Also versuchten wir zu bezahlen, was auch nicht sehr einfach war, weil ca.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
880,Lecker.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
888,"Nicht schlecht, aber auch nix besonderes.","[{'term': 'noaspectterm', 'polarity': 'neutral'}]"
895,"Das Ganze kostete zudem unverschämte 89,- Euro.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
898,Blaukraut ok.. = -1Haxn mit Knödel und Krautsalat....Resch passt.... aber das Fleisch.... hart Knödel innen hart ?,"[{'term': 'Blaukraut', 'polarity': 'neutral'}, {'term': 'Fleisch', 'polarity': 'negative'}, {'term': 'Knödel', 'polarity': 'negative'}]"
906,Das Essen war mehr als ausreichend und es hat sehr gut geschmeckt.,"[{'term': 'Essen', 'polarity': 'positive'}]"
918,Der Zwiebelkuchen ist absolut zu empfehlen.,"[{'term': 'Zwiebelkuchen', 'polarity': 'positive'}]"
928,"Kein Preisnachlass, keine Rücknahme!!","[{'term': 'Rücknahme', 'polarity': 'negative'}, {'term': 'Preisnachlass', 'polarity': 'negative'}]"
931,"Ich hab nichts vermisst, sowohl das gebratene, wie auch das Gemüse in Currysauce waren wirklich sehr lecker.","[{'term': 'Gemüse in Currysauce', 'polarity': 'positive'}]"
936,(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!,"[{'term': 'Lammhaxe', 'polarity': 'positive'}]"
938,"Vorspeise, Hauptgang und Dessert - alles war top!","[{'term': 'Vorspeise', 'polarity': 'positive'}, {'term': 'Hauptgang', 'polarity': 'positive'}, {'term': 'Dessert', 'polarity': 'positive'}]"
940,Das Restaurant scheint im vorigen Jahrhundert stehen geblieben zu sein.,"[{'term': 'Restaurant', 'polarity': 'negative'}]"
947,Schöne Atmosphäre Schnelle und aufmerksame Bedingungen Super lecker und viele verschiedene Gerichte Preis Leistung super,"[{'term': 'Atmosphäre', 'polarity': 'positive'}, {'term': 'Bedingungen', 'polarity': 'positive'}, {'term': 'Gerichte', 'polarity': 'positive'}, {'term': 'Preis Leistung', 'polarity': 'positive'}]"
949,Dazu war das LOC sehr gut.,"[{'term': 'LOC', 'polarity': 'positive'}]"
952,überaus fein.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
965,"6 Salatblätter Frisee und 2/3 Croutons sind keine 12,50€ wert!","[{'term': 'Salatblätter Frisee', 'polarity': 'negative'}, {'term': 'Croutons', 'polarity': 'negative'}]"
972,Mehr als 2 Punkte gibt es nicht.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
978,Sollte Mann dann doch bei einem Besuch in LOC mit erleben Recht beeindruckend - der große Saal mit den Gewölben und den Malereien Kann auch sehr gut zu Abend essen dort - und natürlich auch ein gepflegtes Bier trinken,"[{'term': 'Saal mit den Gewölben', 'polarity': 'positive'}, {'term': 'Malereien', 'polarity': 'positive'}, {'term': 'Bier', 'polarity': 'positive'}, {'term': 'noaspectterm', 'polarity': 'positive'}]"
985,"Richtig schön, waren die Blumenblätter auf den Gerichten, aber das war leider auch schon alles.","[{'term': 'noaspectterm', 'polarity': 'negative'}, {'term': 'Blumenblätter', 'polarity': 'positive'}]"
995,Tolles und gemütliches Ambiente,"[{'term': 'Ambiente', 'polarity': 'positive'}]"
1001,Am besten war noch der dazu bestellte große Salatteller mit Speckwürfel und die gekaufte Breze.,"[{'term': 'Salatteller mit Speckwürfel', 'polarity': 'positive'}, {'term': 'Breze', 'polarity': 'positive'}]"
1002,"Schlechtester Belag, den wir bis jetzt bekommen haben.","[{'term': 'Belag', 'polarity': 'negative'}]"
1006,Schönes portugiesisches Lokal mit Tapas.,"[{'term': 'Lokal', 'polarity': 'positive'}]"
1014,"Ich war ein absoluter Stammkunde, aber das hat jetzt ein Ende.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
1016,"Auch hier: sieht beeindruckend aus, hilft aber geschmacklich leider nicht weiter.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
1018,"Der ""zuständige"" Kellner schnauzte uns über sämtliche Tische sehr laut an, dass man kein ""mitgebrachtes Essen"" verzehren dürfte....(Eis: mitgebrachtes Essen????","[{'term': 'Kellner', 'polarity': 'negative'}]"
1022,Wir waren mit unserem Besuch vollsten zufrieden.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
1025,"Die Gerichte waren aber keine Highlights - schmackhaft, solide ... gut!","[{'term': 'Gerichte', 'polarity': 'positive'}]"
1029,"RESTAURANT_NAME lehnt ab, einen teuren Gutschein für einen Jazzbranch einzulösen, weil er älter als 3 Jahre ist und mit dem 23.12.19 um 1 Monat abgelaufen ist.","[{'term': 'RESTAURANT_NAME', 'polarity': 'negative'}]"
1053,Das Brot war total altbacken und überhaupt nicht frisch.,"[{'term': 'Brot', 'polarity': 'negative'}]"
1054,Sehr leckerer Lachsteller mit Kartoffeln und Gemüse in schönem Ambiente.,"[{'term': 'Lachsteller mit Kartoffeln', 'polarity': 'positive'}, {'term': 'Gemüse', 'polarity': 'positive'}, {'term': 'Ambiente', 'polarity': 'positive'}]"
1064,"1 cm dicke Blutwurst, breiig wie Mus (statt kross gebraten)1 rundes Stück frittiertes Fleisch (was lt.","[{'term': 'Blutwurst', 'polarity': 'negative'}]"
1066,"Statt sich um die Gäste zu kümmern wurde vorgezogen lautstark und vor den Gästen zu telefonieren, private Unterhaltungen zu führen oder Raucherpausen zu machen.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
1068,Die Haxe mit Knödel war gut.,"[{'term': 'Haxe mit Knödel', 'polarity': 'positive'}]"
1074,Preislich dafür zumindest teilweise deutlich überzeugen.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
1078,Die Auswahl der Sprizz sind groß - schmeckt auch ohne Alkohol.,"[{'term': 'Auswahl der Sprizz', 'polarity': 'positive'}]"
1081,"Das LOC bietet ein authentisches Steakhouse-Erlebnis, das Fleischliebhaber begeistern wird.","[{'term': 'LOC', 'polarity': 'positive'}, {'term': 'noaspectterm', 'polarity': 'positive'}]"
1083,"LOC, süffiges Kölsch, netter Köbis und gute Brauhausküche.","[{'term': 'Kölsch', 'polarity': 'positive'}, {'term': 'Köbis', 'polarity': 'positive'}, {'term': 'Brauhausküche', 'polarity': 'positive'}]"
1103,Wir kommen gerne wieder!,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
1105,Sehr Empfehlenswert.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
1106,Bedienung unfreundlich mit verdreckten Oberteil - sorry unappetitlich hoch drei .,"[{'term': 'Bedienung', 'polarity': 'negative'}]"
1112,"Alles perfekt, eindeutig griechisch lecker, ok., der Reihe nach, im Detail:die sehr gute Vorspeise weckt den Appetit auf das Hauptgericht, das sowohl als Fleisch- und als Fischvariante absolut Klasse war, Ambiente angenehme Schlichtheit und das Personal in seiner waschechten, gastfreundlichen, griechischen Art einfach super!!","[{'term': 'Vorspeise', 'polarity': 'positive'}, {'term': 'Fleisch- und als Fischvariante', 'polarity': 'positive'}, {'term': 'Ambiente', 'polarity': 'positive'}, {'term': 'Personal', 'polarity': 'positive'}]"
1113,"Daraufhin hat sie mich angepamt, ich würde an einem Tisch sitzen der gesperrt sei.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
1116,Ich bin bereits schon öfters mal im RESTAURANT_NAME gewesen (hauptsächlich in LOC) und bis her war ich sehr begeistert vom dem guten Bier.,"[{'term': 'Bier', 'polarity': 'positive'}]"
1117,"Leute, macht einen großen Bogen um dieses Restaurant.","[{'term': 'Restaurant', 'polarity': 'negative'}]"
1121,Wir kommen gerne wieder.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
1128,"Wenn ich wieder in der LOC bin, komme ich gerne wieder!","[{'term': 'noaspectterm', 'polarity': 'positive'}]"
1134,"lokale Küche (Töttchen), ein eigenes Bier und vor allem super Service.","[{'term': 'Service', 'polarity': 'positive'}]"
1137,"Die Muscheln waren ziemlich trocken, ebenfalls das Kaninchen.","[{'term': 'Muscheln', 'polarity': 'negative'}, {'term': 'Kaninchen', 'polarity': 'negative'}]"
1149,Personal auf zack und der Burger war wirklich seeehr lecker!,"[{'term': 'Personal', 'polarity': 'positive'}, {'term': 'Burger', 'polarity': 'positive'}]"
